2Ch 1:1
ἐθνῶν N3E-GPN--- ἔθνος
οὓς RR--APM--- ὅς
ἐξωλέθρευσεν VAI-AAI3S- ὀλεθρεύω ἐκ
κύριος N2--NSM--- κύριος
ἀπὸ P--------- ἀπό
προσώπου N2N-GSN--- πρόσωπον
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ

2Ch 33:3
καὶ C--------- καί
ἐπέστρεψεν VAI-AAI3S- στρέφω ἐπι
καὶ C--------- καί
ᾠκοδόμησεν VAI-AAI3S- οἰκοδομέω
τὰ RA--APN--- ὁ
ὑψηλά A1--APN--- ὑψηλός
ἃ RR--APN--- ὅς
κατέσπασεν VAI-AAI3S- σπάω κατα
Εζεκιας N1T-NSM--- Εζεκιας
ὁ RA--NSM--- ὁ
πατὴρ N3--NSM--- πατήρ
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἔστησεν VAI-AAI3S- ἵστημι
στήλας N1--APF--- στήλη
ταῖς RA--DPF--- ὁ
Βααλιμ N---DPF--- Βααλιμ
καὶ C--------- καί
ἐποίησεν VAI-AAI3S- ποιέω
ἄλση N3E-APN--- ἄλσος
καὶ C--------- καί
προσεκύνησεν VAI-AAI3S- κυνέω προς
πάσῃ A3--DSF--- πᾶς
τῇ RA--DSF--- ὁ
στρατιᾷ N1A-DSF--- στρατιά
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
καὶ C--------- καί
ἐδούλευσεν VAI-AAI3S- δουλεύω
αὐτοῖς RD--DPN--- αὐτός

2Ch 33:4
καὶ C--------- καί
ᾠκοδόμησεν VAI-AAI3S- οἰκοδομέω
θυσιαστήρια N2N-APN--- θυσιαστήριον
ἐν P--------- ἐν
οἴκῳ N2--DSM--- οἶκος
κυρίου N2--GSM--- κύριος
οὗ RR--GSM--- ὅς
εἶπεν VBI-AAI3S- εἶπον
κύριος N2--NSM--- κύριος
ἐν P--------- ἐν
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ
ἔσται VF--FMI3S- εἰμί
τὸ RA--NSN--- ὁ
ὄνομά N3M-NSN--- ὄνομα
μου RP--GS---- ἐγώ
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών

2Ch 33:5
καὶ C--------- καί
ᾠκοδόμησεν VAI-AAI3S- οἰκοδομέω
θυσιαστήρια N2N-APN--- θυσιαστήριον
πάσῃ A3--DSF--- πᾶς
τῇ RA--DSF--- ὁ
στρατιᾷ N1A-DSF--- στρατιά
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
ἐν P--------- ἐν
ταῖς RA--DPF--- ὁ
δυσὶν M--------- δύο
αὐλαῖς N1--DPF--- αὐλή
οἴκου N2--GSM--- οἶκος
κυρίου N2--GSM--- κύριος

2Ch 33:6
καὶ C--------- καί
αὐτὸς RD--NSM--- αὐτός
διήγαγεν VBI-AAI3S- ἄγω δια
τὰ RA--APN--- ὁ
τέκνα N2N-APN--- τέκνον
αὐτοῦ RD--GSM--- αὐτός
ἐν P--------- ἐν
πυρὶ N3--DSN--- πῦρ
ἐν P--------- ἐν
Γαι-βαναι-εννομ N---DS---- Γαι-βαναι-εννον
καὶ C--------- καί
ἐκληδονίζετο V1I-IMI3S- κληδονίζω
καὶ C--------- καί
οἰωνίζετο V1--IMI3S- οἰωνίζομαι
καὶ C--------- καί
ἐφαρμακεύετο V1I-IMI3S- φαρμακεύω
καὶ C--------- καί
ἐποίησεν VAI-AAI3S- ποιέω
ἐγγαστριμύθους A1B-APM--- ἐγγαστρίμυθος
καὶ C--------- καί
ἐπαοιδούς N2--APM--- ἐπαοιδός
ἐπλήθυνεν V1I-IAI3S- πληθύνω
τοῦ RA--GSN--- ὁ
ποιῆσαι VA--AAN--- ποιέω
τὸ RA--ASN--- ὁ
πονηρὸν A1A-ASN--- πονηρός
ἐναντίον P--------- ἐναντίον
κυρίου N2--GSM--- κύριος
τοῦ RA--GSN--- ὁ
παροργίσαι VA--AAN--- ὀργίζω παρα
αὐτόν RD--ASM--- αὐτός

2Ch 33:7
καὶ C--------- καί
ἔθηκεν VAI-AAI3S- τίθημι
τὸ RA--ASN--- ὁ
γλυπτὸν A1--ASN--- γλυπτός
καὶ C--------- καί
τὸ RA--ASN--- ὁ
χωνευτόν A1--ASN--- χωνευτός
εἰκόνα N3N-ASF--- εἰκών
ἣν RR--ASF--- ὅς
ἐποίησεν VAI-AAI3S- ποιέω
ἐν P--------- ἐν
οἴκῳ N2--DSM--- οἶκος
θεοῦ N2--GSM--- θεός
οὗ RR--GSM--- ὅς
εἶπεν VBI-AAI3S- εἶπον
ὁ RA--NSM--- ὁ
θεὸς N2--NSM--- θεός
πρὸς P--------- πρός
Δαυιδ N---ASM--- Δαυίδ
καὶ C--------- καί
πρὸς P--------- πρός
Σαλωμων N---ASM--- Σαλωμών
υἱὸν N2--ASM--- υἱός
αὐτοῦ RD--GSM--- αὐτός
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
οἴκῳ N2--DSM--- οἶκος
τούτῳ RD--DSM--- οὗτος
καὶ C--------- καί
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ
ἣν RR--ASF--- ὅς
ἐξελεξάμην VAI-AMI1S- λέγω ἐκ
ἐκ P--------- ἐκ
πασῶν A3--GPF--- πᾶς
φυλῶν N1--GPF--- φυλή
Ισραηλ N---GSM--- Ἰσραήλ
θήσω VF--FAI1S- τίθημι
τὸ RA--ASN--- ὁ
ὄνομά N3M-ASN--- ὄνομα
μου RP--GS---- ἐγώ
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών

2Ch 33:8
καὶ C--------- καί
οὐ D--------- οὐ
προσθήσω VF--FAI1S- τίθημι προς
σαλεῦσαι VA--AAN--- σαλεύω
τὸν RA--ASM--- ὁ
πόδα N3D-ASM--- πούς
Ισραηλ N---GSM--- Ἰσραήλ
ἀπὸ P--------- ἀπό
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
ἧς RR--GSF--- ὅς
ἔδωκα VAI-AAI1S- δίδωμι
τοῖς RA--DPM--- ὁ
πατράσιν N3--DPM--- πατήρ
αὐτῶν RD--GPM--- αὐτός
πλὴν D--------- πλήν
ἐὰν C--------- ἐάν
φυλάσσωνται V1--PMS3P- φυλάσσω
τοῦ RA--GSN--- ὁ
ποιῆσαι VA--AAN--- ποιέω
πάντα A3--APN--- πᾶς
ἃ RR--APN--- ὅς
ἐνετειλάμην VAI-AMI1S- τέλλω ἐν
αὐτοῖς RD--DPM--- αὐτός
κατὰ P--------- κατά
πάντα A3--ASM--- πᾶς
τὸν RA--ASM--- ὁ
νόμον N2--ASM--- νόμος
καὶ C--------- καί
τὰ RA--APN--- ὁ
προστάγματα N3M-APN--- πρόσταγμα
καὶ C--------- καί
τὰ RA--APN--- ὁ
κρίματα N3M-APN--- κρίμα
ἐν P--------- ἐν
χειρὶ N3--DSF--- χείρ
Μωυσῆ N1M-GSM--- Μωυσῆς

2Ch 33:9
καὶ C--------- καί
ἐπλάνησεν VAI-AAI3S- πλανάω
Μανασσης N1M-NSM--- Μανασσής
τὸν RA--ASM--- ὁ
Ιουδαν N1T-ASM--- Ἰούδας
καὶ C--------- καί
τοὺς RA--APM--- ὁ
κατοικοῦντας V2--PAPAPM οἰκέω κατα
ἐν P--------- ἐν
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ
τοῦ RA--GSN--- ὁ
ποιῆσαι VA--AAN--- ποιέω
τὸ RA--ASN--- ὁ
πονηρὸν A1A-ASN--- πονηρός
ὑπὲρ P--------- ὑπέρ
πάντα A3--APN--- πᾶς
τὰ RA--APN--- ὁ
ἔθνη N3E-APN--- ἔθνος
ἃ RR--APN--- ὅς
ἐξῆρεν VAI-AAI3S- αἴρω ἐκ
κύριος N2--NSM--- κύριος
ἀπὸ P--------- ἀπό
προσώπου N2N-GSN--- πρόσωπον
υἱῶν N2--GPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ

2Ch 33:10
καὶ C--------- καί
ἐλάλησεν VAI-AAI3S- λαλέω
κύριος N2--NSM--- κύριος
ἐπὶ P--------- ἐπί
Μανασση N---ASM--- Μανασσή
καὶ C--------- καί
ἐπὶ P--------- ἐπί
τὸν RA--ASM--- ὁ
λαὸν N2--ASM--- λαός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
οὐκ D--------- οὐ
ἐπήκουσαν VAI-AAI3P- ἀκούω ἐπι

2Ch 33:11
καὶ C--------- καί
ἤγαγεν VBI-AAI3S- ἄγω
κύριος N2--NSM--- κύριος
ἐπ' P--------- ἐπί
αὐτοὺς RD--APM--- αὐτός
τοὺς RA--APM--- ὁ
ἄρχοντας N3--APM--- ἄρχων
τῆς RA--GSF--- ὁ
δυνάμεως N3I-GSF--- δύναμις
βασιλέως N3V-GSM--- βασιλεύς
Ασσουρ N---GSM--- Ασσουρ
καὶ C--------- καί
κατέλαβον VBI-AAI3P- λαμβάνω κατα
τὸν RA--ASM--- ὁ
Μανασση N---ASM--- Μανασσή
ἐν P--------- ἐν
δεσμοῖς N2--DPM--- δεσμός
καὶ C--------- καί
ἔδησαν VAI-AAI3P- δέω
αὐτὸν RD--ASM--- αὐτός
ἐν P--------- ἐν
πέδαις N1--DPF--- πέδη
καὶ C--------- καί
ἤγαγον VBI-AAI3P- ἄγω
εἰς P--------- εἰς
Βαβυλῶνα N3W-ASM--- Βαβυλών

2Ch 33:12
καὶ C--------- καί
ὡς C--------- ὡς
ἐθλίβη VDI-API3S- θλίβω
ἐζήτησεν VAI-AAI3S- ζητέω
τὸ RA--ASN--- ὁ
πρόσωπον N2N-ASN--- πρόσωπον
κυρίου N2--GSM--- κύριος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἐταπεινώθη VCI-API3S- ταπεινόω
σφόδρα D--------- σφόδρα
ἀπὸ P--------- ἀπό
προσώπου N2N-GSN--- πρόσωπον
θεοῦ N2--GSM--- θεός
τῶν RA--GPM--- ὁ
πατέρων N3--GPM--- πατήρ
αὐτοῦ RD--GSM--- αὐτός

2Ch 33:13
καὶ C--------- καί
προσηύξατο VAI-AMI3S- εὔχομαι προς
πρὸς P--------- πρός
αὐτόν RD--ASM--- αὐτός
καὶ C--------- καί
ἐπήκουσεν VAI-AAI3S- ἀκούω ἐπι
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἐπήκουσεν VAI-AAI3S- ἀκούω ἐπι
τῆς RA--GSF--- ὁ
βοῆς N1--GSF--- βοή
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἐπέστρεψεν VAI-AAI3S- στρέφω ἐπι
αὐτὸν RD--ASM--- αὐτός
εἰς P--------- εἰς
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ
ἐπὶ P--------- ἐπί
τὴν RA--ASF--- ὁ
βασιλείαν N1A-ASF--- βασιλεία
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἔγνω VZI-AAI3S- γιγνώσκω
Μανασσης N1M-NSM--- Μανασσής
ὅτι C--------- ὅτι
κύριος N2--NSM--- κύριος
αὐτός RD--NSM--- αὐτός
ἐστιν V9--PAI3S- εἰμί
ὁ RA--NSM--- ὁ
θεός N2--NSM--- θεός

2Ch 33:14
καὶ C--------- καί
μετὰ P--------- μετά
ταῦτα RD--APN--- οὗτος
ᾠκοδόμησεν VAI-AAI3S- οἰκοδομέω
τεῖχος N3E-ASN--- τεῖχος
ἔξω D--------- ἔξω
τῆς RA--GSF--- ὁ
πόλεως N3I-GSF--- πόλις
Δαυιδ N---GSM--- Δαυίδ
ἀπὸ P--------- ἀπό
λιβὸς N3--GSM--- λίψ
κατὰ P--------- κατά
Γιων N---AS---- Γιων
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
χειμάρρῳ N2--DSM--- χειμάροος
καὶ C--------- καί
ἐκπορευομένων V1--PMPGPM πορεύομαι ἐκ
τὴν RA--ASF--- ὁ
πύλην N1--ASF--- πύλη
τὴν RA--ASF--- ὁ
κυκλόθεν D--------- κυκλόθεν
καὶ C--------- καί
εἰς P--------- εἰς
τὸ RA--ASN--- ὁ
Οφλα N---ASN--- Οφλα
καὶ C--------- καί
ὕψωσεν VAI-AAI3S- ὑψόω
σφόδρα D--------- σφόδρα
καὶ C--------- καί
κατέστησεν VAI-AAI3S- ἵστημι κατα
ἄρχοντας N3--APM--- ἄρχων
τῆς RA--GSF--- ὁ
δυνάμεως N3I-GSF--- δύναμις
ἐν P--------- ἐν
πάσαις A3--DPF--- πᾶς
ταῖς RA--DPF--- ὁ
πόλεσιν N3I-DPF--- πόλις
ταῖς RA--DPF--- ὁ
τειχήρεσιν A3--DPF--- τειχήρεσις
ἐν P--------- ἐν
Ιουδα N---DSM--- Ἰουδά

2Ch 33:15
καὶ C--------- καί
περιεῖλεν VBI-AAI3S- αἱρέω περι
τοὺς RA--APM--- ὁ
θεοὺς N2--APM--- θεός
τοὺς RA--APM--- ὁ
ἀλλοτρίους A1A-APM--- ἀλλότριος
καὶ C--------- καί
τὸ RA--ASN--- ὁ
γλυπτὸν A1--ASN--- γλυπτός
ἐξ P--------- ἐκ
οἴκου N2--GSM--- οἶκος
κυρίου N2--GSM--- κύριος
καὶ C--------- καί
πάντα A3--APN--- πᾶς
τὰ RA--APN--- ὁ
θυσιαστήρια N2N-APN--- θυσιαστήριον
ἃ RR--APN--- ὅς
ᾠκοδόμησεν VAI-AAI3S- οἰκοδομέω
ἐν P--------- ἐν
ὄρει N3E-DSN--- ὄρος
οἴκου N2--GSM--- οἶκος
κυρίου N2--GSM--- κύριος
καὶ C--------- καί
ἐν P--------- ἐν
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ
καὶ C--------- καί
ἔξω D--------- ἔξω
τῆς RA--GSF--- ὁ
πόλεως N3I-GSF--- πόλις

2Ch 33:16
καὶ C--------- καί
κατώρθωσεν VAI-AAI3S- ὀρθόω κατα
τὸ RA--ASN--- ὁ
θυσιαστήριον N2N-ASN--- θυσιαστήριον
κυρίου N2--GSM--- κύριος
καὶ C--------- καί
ἐθυσίασεν VAI-AAI3S- θυσιάζω
ἐπ' P--------- ἐπί
αὐτὸ RD--ASN--- αὐτός
θυσίαν N1A-ASF--- θυσία
σωτηρίου N2N-GSN--- σωτήριον
καὶ C--------- καί
αἰνέσεως N3I-GSF--- αἴνεσις
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
τῷ RA--DSM--- ὁ
Ιουδα N---DSM--- Ἰουδά
τοῦ RA--GSN--- ὁ
δουλεύειν V1--PAN--- δουλεύω
κυρίῳ N2--DSM--- κύριος
θεῷ N2--DSM--- θεός
Ισραηλ N---GSM--- Ἰσραήλ

2Ch 33:17
πλὴν D--------- πλήν
ὁ RA--NSM--- ὁ
λαὸς N2--NSM--- λαός
ἔτι D--------- ἔτι
ἐπὶ P--------- ἐπί
τῶν RA--GPM--- ὁ
ὑψηλῶν A1--GPM--- ὑψηλός
πλὴν D--------- πλήν
κύριος N2--NSM--- κύριος
ὁ RA--NSM--- ὁ
θεὸς N2--NSM--- θεός
αὐτῶν RD--GPM--- αὐτός

2Ch 33:18
καὶ C--------- καί
τὰ RA--NPN--- ὁ
λοιπὰ A1--NPN--- λοιπός
τῶν RA--GPM--- ὁ
λόγων N2--GPM--- λόγος
Μανασση N---GSM--- Μανασσή
καὶ C--------- καί
ἡ RA--NSF--- ὁ
προσευχὴ N1--NSF--- προσευχή
αὐτοῦ RD--GSM--- αὐτός
ἡ RA--NSF--- ὁ
πρὸς P--------- πρός
τὸν RA--ASM--- ὁ
θεὸν N2--ASM--- θεός
καὶ C--------- καί
λόγοι N2--NPM--- λόγος
τῶν RA--GPM--- ὁ
ὁρώντων V3--PAPGPM ὁράω
λαλούντων V2--PAPGPM λαλέω
πρὸς P--------- πρός
αὐτὸν RD--ASM--- αὐτός
ἐπ' P--------- ἐπί
ὀνόματι N3M-DSN--- ὄνομα
κυρίου N2--GSM--- κύριος
θεοῦ N2--GSM--- θεός
Ισραηλ N---GSM--- Ἰσραήλ
ἰδοὺ I--------- ἰδού
ἐπὶ P--------- ἐπί
λόγων N2--GPM--- λόγος

2Ch 33:19
προσευχῆς N1--GSF--- προσευχή
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ὡς C--------- ὡς
ἐπήκουσεν VAI-AAI3S- ἀκούω ἐπι
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
πᾶσαι A3--NPF--- πᾶς
αἱ RA--NPF--- ὁ
ἁμαρτίαι N1A-NPF--- ἁμαρτία
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
αἱ RA--NPF--- ὁ
ἀποστάσεις N3I-NPF--- ἀπόστασις
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
οἱ RA--NPM--- ὁ
τόποι N2--NPM--- τόπος
ἐφ' P--------- ἐπί
οἷς RR--DPM--- ὅς
ᾠκοδόμησεν VAI-AAI3S- οἰκοδομέω
τὰ RA--APN--- ὁ
ὑψηλὰ A1--APN--- ὑψηλός
καὶ C--------- καί
ἔστησεν VAI-AAI3S- ἵστημι
ἐκεῖ D--------- ἐκεῖ
ἄλση N3E-APN--- ἄλσος
καὶ C--------- καί
γλυπτὰ A1--APN--- γλυπτός
πρὸ P--------- πρό
τοῦ RA--GSN--- ὁ
ἐπιστρέψαι VA--AAN--- στρέφω ἐπι
ἰδοὺ I--------- ἰδού
γέγραπται VP--XMI3S- γράφω
ἐπὶ P--------- ἐπί
τῶν RA--GPM--- ὁ
λόγων N2--GPM--- λόγος
τῶν RA--GPM--- ὁ
ὁρώντων V3--PAPGPM ὁράω

2Ch 33:20
καὶ C--------- καί
ἐκοιμήθη VCI-API3S- κοιμάω
Μανασσης N1M-NSM--- Μανασσής
μετὰ P--------- μετά
τῶν RA--GPM--- ὁ
πατέρων N3--GPM--- πατήρ
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἔθαψαν VAI-AAI3P- θάπτω
αὐτὸν RD--ASM--- αὐτός
ἐν P--------- ἐν
παραδείσῳ N2--DSM--- παράδεισος
οἴκου N2--GSM--- οἶκος
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἐβασίλευσεν VAI-AAI3S- βασιλεύω
ἀντ' P--------- ἀντί
αὐτοῦ RD--GSM--- αὐτός
Αμων N---NSM--- Αμων
υἱὸς N2--NSM--- υἱός
αὐτοῦ RD--GSM--- αὐτός

2Ch 33:21
ὢν V9--PAPNSM εἰμί
εἴκοσι M--------- εἴκοσι
καὶ C--------- καί
δύο M--------- δύο
ἐτῶν N3E-GPN--- ἔτος
Αμων N---GSM--- Αμων
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
βασιλεύειν V1--PAN--- βασιλεύω
αὐτὸν RD--ASM--- αὐτός
καὶ C--------- καί
δύο M--------- δύο
ἔτη N3E-APN--- ἔτος
ἐβασίλευσεν VAI-AAI3S- βασιλεύω
ἐν P--------- ἐν
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ

2Ch 33:22
καὶ C--------- καί
ἐποίησεν VAI-AAI3S- ποιέω
τὸ RA--ASN--- ὁ
πονηρὸν A1A-ASN--- πονηρός
ἐνώπιον P--------- ἐνώπιον
κυρίου N2--GSM--- κύριος
ὡς C--------- ὡς
ἐποίησεν VAI-AAI3S- ποιέω
Μανασσης N1M-NSM--- Μανασσής
ὁ RA--NSM--- ὁ
πατὴρ N3--NSM--- πατήρ
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
πᾶσιν A3--DPN--- πᾶς
τοῖς RA--DPN--- ὁ
εἰδώλοις N2N-DPN--- εἴδωλον
οἷς RR--DPN--- ὅς
ἐποίησεν VAI-AAI3S- ποιέω
Μανασσης N1M-NSM--- Μανασσής
ὁ RA--NSM--- ὁ
πατὴρ N3--NSM--- πατήρ
αὐτοῦ RD--GSM--- αὐτός
ἔθυεν V1I-IAI3S- θύω
Αμων N---NSM--- Αμων
καὶ C--------- καί
ἐδούλευσεν VAI-AAI3S- δουλεύω
αὐτοῖς RD--DPN--- αὐτός

2Ch 33:23
καὶ C--------- καί
οὐκ D--------- οὐ
ἐταπεινώθη VCI-API3S- ταπεινόω
ἐναντίον P--------- ἐναντίον
κυρίου N2--GSM--- κύριος
ὡς D--------- ὡς
ἐταπεινώθη VCI-API3S- ταπεινόω
Μανασσης N1M-NSM--- Μανασσής
ὁ RA--NSM--- ὁ
πατὴρ N3--NSM--- πατήρ
αὐτοῦ RD--GSM--- αὐτός
ὅτι C--------- ὅτι
υἱὸς N2--NSM--- υἱός
αὐτοῦ RD--GSM--- αὐτός
Αμων N---NSM--- Αμων
ἐπλήθυνεν V1I-IAI3S- πληθύνω
πλημμέλειαν N1A-ASF--- πλημμέλεια

2Ch 33:24
καὶ C--------- καί
ἐπέθεντο VEI-AMI3P- τίθημι ἐπι
αὐτῷ RD--DSM--- αὐτός
οἱ RA--NPM--- ὁ
παῖδες N3D-NPM--- παῖς
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἐπάταξαν VAI-AAI3P- πατάσσω
αὐτὸν RD--ASM--- αὐτός
ἐν P--------- ἐν
οἴκῳ N2--DSM--- οἶκος
αὐτοῦ RD--GSM--- αὐτός

2Ch 33:25
καὶ C--------- καί
ἐπάταξεν VAI-AAI3S- πατάσσω
ὁ RA--NSM--- ὁ
λαὸς N2--NSM--- λαός
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
τοὺς RA--APM--- ὁ
ἐπιθεμένους VE--AMPAPM τίθημι ἐπι
ἐπὶ P--------- ἐπί
τὸν RA--ASM--- ὁ
βασιλέα N3V-ASM--- βασιλεύς
Αμων N---GSM--- Αμων
καὶ C--------- καί
ἐβασίλευσεν VAI-AAI3S- βασιλεύω
ὁ RA--NSM--- ὁ
λαὸς N2--NSM--- λαός
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
τὸν RA--ASM--- ὁ
Ιωσιαν N1T-ASM--- Ιωσίας
υἱὸν N2--ASM--- υἱός
αὐτοῦ RD--GSM--- αὐτός
ἀντ' P--------- ἀντί
αὐτοῦ RD--GSM--- αὐτός

2Ch 34:1
ὢν V9--PAPNSM εἰμί
ὀκτὼ M--------- ὀκτώ
ἐτῶν N3E-GPN--- ἔτος
Ιωσιας N1T-NSM--- Ιωσίας
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
βασιλεῦσαι VA--AAN--- βασιλεύω
αὐτὸν RD--ASM--- αὐτός
καὶ C--------- καί
τριάκοντα M--------- τριάκοντα
ἓν M---ASN--- εἷς
ἔτος N3E-ASN--- ἔτος
ἐβασίλευσεν VAI-AAI3S- βασιλεύω
ἐν P--------- ἐν
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ

2Ch 34:2
καὶ C--------- καί
ἐποίησεν VAI-AAI3S- ποιέω
τὸ RA--ASN--- ὁ
εὐθὲς A3H-ASN--- εὐθής
ἐναντίον P--------- ἐναντίον
κυρίου N2--GSM--- κύριος
καὶ C--------- καί
ἐπορεύθη VCI-API3S- πορεύομαι
ἐν P--------- ἐν
ὁδοῖς N2--DPF--- ὁδός
Δαυιδ N---GSM--- Δαυίδ
