Job 1:1
φόβου N2--GSM--- φόβος
ὠδῖνας N3--APF--- ὠδίς
αὐτῶν RD--GPM--- αὐτός
ἐξαποστελεῖς VF2-FAI2S- στέλλω ἐκ ἀπο

Job 39:4
ἀπορρήξουσιν VF--FAI3P- ῥήσσω ἀπο
τὰ RA--NPN--- ὁ
τέκνα N2N-NPN--- τέκνον
αὐτῶν RD--GPM--- αὐτός
πληθυνθήσονται VC--FPI3P- πληθύνω
ἐν P--------- ἐν
γενήματι N3M-DSN--- γένημα
ἐξελεύσονται VF--FMI3P- ἔρχομαι ἐκ
καὶ C--------- καί
οὐ D--------- οὐ
μὴ D--------- μή
ἀνακάμψουσιν VF--FAI3P- κάμπτω ἀνα
αὐτοῖς RD--DPM--- αὐτός

Job 39:5
τίς RI--NSM--- τίς
δέ X--------- δέ
ἐστιν V9--PAI3S- εἰμί
ὁ RA--NSM--- ὁ
ἀφεὶς VH--AAPNSM ἵημι ἀπο
ὄνον N2--ASM--- ὄνος
ἄγριον A1A-ASM--- ἄγριος
ἐλεύθερον A1A-ASM--- ἐλεύθερος
δεσμοὺς N2--APM--- δεσμός
δὲ X--------- δέ
αὐτοῦ RD--GSM--- αὐτός
τίς RI--NSM--- τίς
ἔλυσεν VAI-AAI3S- λύω

Job 39:6
ἐθέμην VEI-AMI1S- τίθημι
δὲ X--------- δέ
τὴν RA--ASF--- ὁ
δίαιταν N1S-ASF--- δίαιτα
αὐτοῦ RD--GSM--- αὐτός
ἔρημον N2--ASF--- ἔρημος
καὶ C--------- καί
τὰ RA--APN--- ὁ
σκηνώματα N3M-APN--- σκήνωμα
αὐτοῦ RD--GSM--- αὐτός
ἁλμυρίδα N3D-APN--- ἁλμυρίς

Job 39:7
καταγελῶν V3--PAPNSM γελάω κατα
πολυοχλίας N1A-APF--- πολυοχλία
πόλεως N3I-GSF--- πόλις
μέμψιν N3I-ASF--- μέμψις
δὲ X--------- δέ
φορολόγου N2--GSM--- φορολόγος
οὐκ D--------- οὐ
ἀκούων V1--PAPNSM ἀκούω

Job 39:8
κατασκέψεται VF--FMI3S- σκέπτομαι κατα
ὄρη N3E-APN--- ὄρος
νομὴν N1--ASF--- νομή
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ὀπίσω P--------- ὀπίσω
παντὸς A3--GSM--- πᾶς
χλωροῦ A1A-GSM--- χλωρός
ζητεῖ V2--PAI3S- ζητέω

Job 39:9
βουλήσεται VF--FMI3S- βούλομαι
δέ X--------- δέ
σοι RP--DS---- σύ
μονόκερως N3T-NSM--- μονόκερως
δουλεῦσαι VA--AAN--- δουλεύω
ἢ C--------- ἤ
κοιμηθῆναι VC--APN--- κοιμάω
ἐπὶ P--------- ἐπί
φάτνης N1--GSF--- φάτνη
σου RP--GS---- σύ

Job 39:10
δήσεις VF--FAI2S- δέω
δὲ X--------- δέ
ἐν P--------- ἐν
ἱμᾶσι N3--DSM--- ἱμάς
ζυγὸν N2--ASM--- ζυγός
αὐτοῦ RD--GSM--- αὐτός
ἢ C--------- ἤ
ἑλκύσει VF--FAI3S- ἕλκω
σου RP--GS---- σύ
αὔλακας N3K-APM--- αὖλαξ
ἐν P--------- ἐν
πεδίῳ N2N-DSN--- πεδίον

Job 39:11
πέποιθας VX--XAI2S- πείθω
δὲ X--------- δέ
ἐπ' P--------- ἐπί
αὐτῷ RD--DSM--- αὐτός
ὅτι C--------- ὅτι
πολλὴ A1--NSF--- πολύς
ἡ RA--NSF--- ὁ
ἰσχὺς N3U-NSF--- ἰσχύς
αὐτοῦ RD--GSM--- αὐτός
ἐπαφήσεις VF--FAI2S- ἵημι ἐπι ἀπο
δὲ X--------- δέ
αὐτῷ RD--DSM--- αὐτός
τὰ RA--APN--- ὁ
ἔργα N2N-APN--- ἔργον
σου RP--GS---- σύ

Job 39:12
πιστεύσεις VF--FAI2S- πιστεύω
δὲ X--------- δέ
ὅτι C--------- ὅτι
ἀποδώσει VF--FAI3S- δίδωμι ἀπο
σοι RP--DS---- σύ
τὸν RA--ASM--- ὁ
σπόρον N2--ASM--- σπόρος
εἰσοίσει VF--FAI3S- φέρω εἰς
δέ X--------- δέ
σου RP--GS---- σύ
τὸν RA--ASM--- ὁ
ἅλωνα N3W-ASM--- ἅλων

Job 39:13
πτέρυξ N3G-NSF--- πτέρυξ
τερπομένων V1--PAPGPF τέρπω
νεελασα N---GS---- νεελασα
ἐὰν C--------- ἐάν
συλλάβῃ VB--AAS2S- λαμβάνω συν
ασιδα N---NSF--- ασιδα
καὶ C--------- καί
νεσσα N---NSF--- νεσσα

Job 39:14
ὅτι C--------- ὅτι
ἀφήσει VF--FAI3S- ἵημι ἀπο
εἰς P--------- εἰς
γῆν N1--ASF--- γῆ
τὰ RA--APN--- ὁ
ᾠὰ N2N-APN--- ᾠόν
αὐτῆς RD--GSF--- αὐτός
καὶ C--------- καί
ἐπὶ P--------- ἐπί
χοῦν N3--ASM--- χοῦς
θάλψει VF--FAI3S- θάλπω

Job 39:15
καὶ C--------- καί
ἐπελάθετο VBI-AMI3S- λανθάνω ἐπι
ὅτι C--------- ὅτι
ποὺς N3D-NSM--- πούς
σκορπιεῖ VF2-FAI3S- σκορπίζω
καὶ C--------- καί
θηρία N2N-NPN--- θηρίον
ἀγροῦ N2--GSM--- ἀγρός
καταπατήσει VF--FAI3S- ἀπατάω κατα

Job 39:16
ἀπεσκλήρυνεν V1I-IAI3S- σκληρύνω ἀπο
τὰ RA--APN--- ὁ
τέκνα N2N-APN--- τέκνον
αὐτῆς RD--GSF--- αὐτός
ὥστε C--------- ὥστε
μὴ D--------- μή
ἑαυτῇ RD--DSF--- ἑαυτοῦ
εἰς P--------- εἰς
κενὸν A1--ASM--- κενός
ἐκοπίασεν VAI-AAI3S- κοπιάω
ἄνευ P--------- ἄνευ
φόβου N2--GSM--- φόβος

Job 39:17
ὅτι C--------- ὅτι
κατεσιώπησεν VAI-AAI3S- σιωπάω κατα
αὐτῇ RD--DSF--- αὐτός
ὁ RA--NSM--- ὁ
θεὸς N2--NSM--- θεός
σοφίαν N1A-ASF--- σοφία
καὶ C--------- καί
οὐκ D--------- οὐ
ἐμέρισεν VAI-AAI3S- μερίζω
αὐτῇ RD--DSF--- αὐτός
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
συνέσει N3I-DSF--- σύνεσις

Job 39:18
κατὰ P--------- κατά
καιρὸν N2--ASM--- καιρός
ἐν P--------- ἐν
ὕψει N3E-DSN--- ὕψος
ὑψώσει VF--FAI3S- ὑψόω
καταγελάσεται VF--FAI3S- γελάω κατα
ἵππου N2--GSM--- ἵππος
καὶ C--------- καί
τοῦ RA--GSM--- ὁ
ἐπιβάτου N1M-GSM--- ἐπιβάτης
αὐτοῦ RD--GSM--- αὐτός

Job 39:19
ἦ D--------- ἦ
σὺ RP--NS---- σύ
περιέθηκας VAI-AAI2S- τίθημι περι
ἵππῳ N2--DSM--- ἵππος
δύναμιν N3I-ASF--- δύναμις
ἐνέδυσας VAI-AAI2S- δύω ἐν
δὲ X--------- δέ
τραχήλῳ N2--DSM--- τράχηλος
αὐτοῦ RD--GSM--- αὐτός
φόβον N2--ASM--- φόβος

Job 39:20
περιέθηκας VAI-AAI2S- τίθημι περι
δὲ X--------- δέ
αὐτῷ RD--DSM--- αὐτός
πανοπλίαν N1A-ASF--- πανοπλία
δόξαν N1S-ASF--- δόξα
δὲ X--------- δέ
στηθέων N3E-GPN--- στῆθος
αὐτοῦ RD--GSM--- αὐτός
τόλμῃ N1S-DSF--- τόλμα

Job 39:21
ἀνορύσσων V1--PAPNSM ὀρύσσω ἀνα
ἐν P--------- ἐν
πεδίῳ N2N-DSN--- πεδίον
γαυριᾷ V3--PAI3S- γαυριάω
ἐκπορεύεται V1--PMI3S- πορεύομαι ἐκ
δὲ X--------- δέ
εἰς P--------- εἰς
πεδίον N2N-ASN--- πεδίον
ἐν P--------- ἐν
ἰσχύι N3U-DSF--- ἰσχύς

Job 39:22
συναντῶν V9--PAPNSM εἰμί συν ἀντι
βέλει N3E-DSN--- βέλος
καταγελᾷ V3--PAI3S- γελάω κατα
καὶ C--------- καί
οὐ D--------- οὐ
μὴ D--------- μή
ἀποστραφῇ VD--APS3S- στρέφω ἀπο
ἀπὸ P--------- ἀπό
σιδήρου N2--GSM--- σίδηρος

Job 39:23
ἐπ' P--------- ἐπί
αὐτῷ RD--DSM--- αὐτός
γαυριᾷ V3--PAI3S- γαυριάω
τόξον N2N-ASN--- τόξον
καὶ C--------- καί
μάχαιρα N1A-NSF--- μάχαιρα

Job 39:24
καὶ C--------- καί
ὀργῇ N1--DSF--- ὀργή
ἀφανιεῖ VF2-FAI3S- ἵζω ἀπο ἀνα
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ
καὶ C--------- καί
οὐ D--------- οὐ
μὴ D--------- μή
πιστεύσῃ VF--FMI2S- πιστεύω
ἕως C--------- ἕως
ἂν X--------- ἄν
σημάνῃ VA--AAS3S- σημαίνω
σάλπιγξ N3G-NSF--- σάλπιγξ

Job 39:25
σάλπιγγος N3G-GSF--- σάλπιγξ
δὲ X--------- δέ
σημαινούσης V1--PAPGSF σημαίνω
λέγει V1--PAI3S- λέγω
εὖγε I--------- εὖγε
πόρρωθεν D--------- πόρρωθεν
δὲ X--------- δέ
ὀσφραίνεται V1--PMI3S- ὀσφραίνομαι
πολέμου N2--GSM--- πόλεμος
σὺν P--------- σύν
ἅλματι N3M-DSN--- ἅλμα
καὶ C--------- καί
κραυγῇ N1--DSF--- κραυγή

Job 39:26
ἐκ P--------- ἐκ
δὲ X--------- δέ
τῆς RA--GSF--- ὁ
σῆς A1--GSF--- σός
ἐπιστήμης N1--GSF--- ἐπιστήμη
ἕστηκεν VXI-XAI3S- ἵστημι
ἱέραξ N3K-NSM--- ἱέραξ
ἀναπετάσας VA--AAPNSM ἐτάζω ἀνα ἀπο
τὰς RA--APF--- ὁ
πτέρυγας N3G-APF--- πτέρυξ
ἀκίνητος A1B-NSM--- ἀκίνητος
καθορῶν V3--PAPNSM ὁράω κατα
τὰ RA--APN--- ὁ
πρὸς P--------- πρός
νότον N2--ASM--- νότος

Job 39:27
ἐπὶ P--------- ἐπί
δὲ X--------- δέ
σῷ A1--DSN--- σός
προστάγματι N3M-DSN--- πρόσταγμα
ὑψοῦται V4--PMI3S- ὑψόω
ἀετός N2--NSM--- ἀετός
γὺψ N3P-NSM--- γύψ
δὲ X--------- δέ
ἐπὶ P--------- ἐπί
νοσσιᾶς N1A-GSF--- νοσσιά
αὐτοῦ RD--GSM--- αὐτός
καθεσθεὶς VO--AAPNSM ἕζομαι κατα
αὐλίζεται V1--PMI3S- αὐλίζω

Job 39:28
ἐπ' P--------- ἐπί
ἐξοχῇ N1--DSF--- ἐξοκή
πέτρας N1A-GSF--- πέτρα
καὶ C--------- καί
ἀποκρύφῳ A1B-DSN--- ἀπόκρυφος

Job 39:29
ἐκεῖσε D--------- ἐκεῖσε
ὢν V9--PAPNSM εἰμί
ζητεῖ V2--PAI3S- ζητέω
τὰ RA--APN--- ὁ
σῖτα N2--APN--- σῖτος
πόρρωθεν D--------- πόρρωθεν
οἱ RA--NPM--- ὁ
ὀφθαλμοὶ N2--NPM--- ὀφθαλμός
αὐτοῦ RD--GSM--- αὐτός
σκοπεύουσιν V1--PAI3P- σκοπεύω

Job 39:30
νεοσσοὶ N2--NPM--- νεοσσός
δὲ X--------- δέ
αὐτοῦ RD--GSM--- αὐτός
φύρονται V1--PMI3P- φύρομαι
ἐν P--------- ἐν
αἵματι N3M-DSN--- αἷμα
οὗ RR--GSM--- ὅς
δ' X--------- δέ
ἂν X--------- ἄν
ὦσι V9--PAS3P- εἰμί
τεθνεῶτες VX--XAPNPM θνήσκω
παραχρῆμα D--------- παραχρῆμα
εὑρίσκονται V1--PPI3P- εὑρίσκω

Job 40:1
καὶ C--------- καί
ἀπεκρίθη VCI-API3S- κρίνω ἀπο
κύριος N2--NSM--- κύριος
ὁ RA--NSM--- ὁ
θεὸς N2--NSM--- θεός
τῷ RA--DSM--- ὁ
Ιωβ N---DSM--- Ιωβ
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον

Job 40:2
μὴ D--------- μή
κρίσιν N3I-ASF--- κρίσις
μετὰ P--------- μετά
ἱκανοῦ A1--GSM--- ἱκανός
ἐκκλινεῖ VF2-FAI3S- κλίνω ἐκ
ἐλέγχων V1--PAPNSM ἐλέγχω
θεὸν N2--ASM--- θεός
ἀποκριθήσεται VC--FPI3S- κρίνω ἀπο
αὐτήν RD--ASF--- αὐτός

Job 40:3
ὑπολαβὼν VB--AAPNSM λαμβάνω ὑπο
δὲ X--------- δέ
Ιωβ N---NSM--- Ιωβ
λέγει V1--PAI3S- λέγω
τῷ RA--DSM--- ὁ
κυρίῳ N2--DSM--- κύριος

Job 40:4
τί RI--ASN--- τίς
ἔτι D--------- ἔτι
ἐγὼ RP--NS---- ἐγώ
κρίνομαι V1--PMI1S- κρίνω
νουθετούμενος V2--PPPNSM νουθετέω
καὶ C--------- καί
ἐλέγχων V1--PAPNSM ἐλέγχω
κύριον N2--ASM--- κύριος
ἀκούων V1--PAPNSM ἀκούω
τοιαῦτα A1--APN--- τοιοῦτος
οὐθὲν A3--ASN--- οὐδείς
ὤν V9--PAPNSM εἰμί
ἐγὼ RP--NS---- ἐγώ
δὲ X--------- δέ
τίνα RI--ASM--- τίς
ἀπόκρισιν N3I-ASF--- ἀπόκρισις
δῶ VO--AAS1S- δίδωμι
πρὸς P--------- πρός
ταῦτα RD--APN--- οὗτος
χεῖρα N3--ASF--- χείρ
θήσω VF--FAI1S- τίθημι
ἐπὶ P--------- ἐπί
στόματί N3M-DSN--- στόμα
μου RP--GS---- ἐγώ

Job 40:5
ἅπαξ D--------- ἅπαξ
λελάληκα VX--XAI1S- λαλέω
ἐπὶ P--------- ἐπί
δὲ X--------- δέ
τῷ RA--DSM--- ὁ
δευτέρῳ A1A-DSM--- δεύτερος
οὐ D--------- οὐ
προσθήσω VF--FAI1S- τίθημι προς

Job 40:6
ἔτι D--------- ἔτι
δὲ X--------- δέ
ὑπολαβὼν VB--AAPNSM λαμβάνω ὑπο
ὁ RA--NSM--- ὁ
κύριος N2--NSM--- κύριος
εἶπεν VBI-AAI3S- εἶπον
τῷ RA--DSM--- ὁ
Ιωβ N---DSM--- Ιωβ
ἐκ P--------- ἐκ
τοῦ RA--GSN--- ὁ
νέφους N3E-GSN--- νέφος

Job 40:7
μή D--------- μή
ἀλλὰ C--------- ἀλλά
ζῶσαι VO--AMD2S- ζώννυμι
ὥσπερ D--------- ὥσπερ
ἀνὴρ N3--NSM--- ἀνήρ
τὴν RA--ASF--- ὁ
ὀσφύν N3U-ASF--- ὀσφύς
σου RP--GS---- σύ
ἐρωτήσω VA--AAS1S- ἐρωτάω
δέ X--------- δέ
σε RP--AS---- σύ
σὺ RP--NS---- σύ
δέ X--------- δέ
μοι RP--DS---- ἐγώ
ἀποκρίθητι VC--APD2S- κρίνω ἀπο

Job 40:8
μὴ D--------- μή
ἀποποιοῦ V2--PMD2S- ποιέω ἀπο
μου RP--GS---- ἐγώ
τὸ RA--ASN--- ὁ
κρίμα N3M-ASN--- κρίμα
οἴει V1--PMI2S- οἴομαι
δέ X--------- δέ
με RP--AS---- ἐγώ
ἄλλως D--------- ἄλλως
σοι RP--DS---- σύ
κεχρηματικέναι VX--XAN--- χρηματίζω
ἢ C--------- ἤ
ἵνα C--------- ἵνα
ἀναφανῇς VD--APS2S- φαίνω ἀνα
δίκαιος A1A-NSM--- δίκαιος

Job 40:9
ἦ D--------- ἦ
βραχίων N3N-NSM--- βραχίων
σοί RP--DS---- σύ
ἐστιν V9--PAI3S- εἰμί
κατὰ P--------- κατά
τοῦ RA--GSM--- ὁ
κυρίου N2--GSM--- κύριος
ἢ C--------- ἤ
φωνῇ N1--DSF--- φωνή
κατ' P--------- κατά
αὐτὸν RD--ASM--- αὐτός
βροντᾷς V3--PAI2S- βροντάω

Job 40:10
ἀνάλαβε VB--AAD2S- λαμβάνω ἀνα
δὴ X--------- δή
ὕψος N3E-ASN--- ὕψος
καὶ C--------- καί
δύναμιν N3I-ASF--- δύναμις
δόξαν N1S-ASF--- δόξα
δὲ X--------- δέ
καὶ C--------- καί
τιμὴν N1--ASF--- τιμή
ἀμφίεσαι VA--AMD2S- ἔννυμι ἀμφι

Job 40:11
ἀπόστειλον VA--AAD2S- στέλλω ἀπο
δὲ X--------- δέ
ἀγγέλους N2--APM--- ἄγγελος
ὀργῇ N1--DSF--- ὀργή
πᾶν A3--ASM--- πᾶς
δὲ X--------- δέ
ὑβριστὴν N1M-ASM--- ὑβριστής
ταπείνωσον VF--FAD2S- ταπεινόω

Job 40:12
ὑπερήφανον A1B-ASM--- ὑπερήφανος
δὲ X--------- δέ
σβέσον VA--AAD2S- σβέννυμι
σῆψον VA--AAD2S- σήπω
δὲ X--------- δέ
ἀσεβεῖς A3H-APM--- ἀσεβής
παραχρῆμα D--------- παραχρῆμα

Job 40:13
κρύψον VA--AAD2S- κρύπτω
δὲ X--------- δέ
εἰς P--------- εἰς
γῆν N1--ASF--- γῆ
ἔξω D--------- ἔξω
ὁμοθυμαδόν D--------- ὁμοθυμαδόν
τὰ RA--APN--- ὁ
δὲ X--------- δέ
πρόσωπα N2N-APN--- πρόσωπον
αὐτῶν RD--GPM--- αὐτός
ἀτιμίας N1A-GSF--- ἀτιμία
ἔμπλησον VA--AAD2S- πίμπλημι ἐν

Job 40:14
ὁμολογήσω VF--FAI1S- ὁμολογέω
ἄρα X--------- ἄρα
ὅτι C--------- ὅτι
δύναται V6--PMI3S- δύναμαι
ἡ RA--NSF--- ὁ
δεξιά A1A-APN--- δεξιός
σου RP--GS---- σύ
σῶσαι VA--AAN--- σώζω

Job 40:15
ἀλλὰ C--------- ἀλλά
δὴ X--------- δή
ἰδοὺ I--------- ἰδού
θηρία N2N-APN--- θηρίον
παρὰ P--------- παρά
σοί RP--DS---- σύ
χόρτον N2--ASM--- χόρτος
ἴσα D--------- ἴσος
βουσὶν N3--DPF--- βοῦς
ἐσθίει V1--PAI3S- ἐσθίω

Job 40:16
ἰδοὺ I--------- ἰδού
δὴ X--------- δή
ἰσχὺς N3U-NSF--- ἰσχύς
αὐτοῦ RD--GSM--- αὐτός
ἐπ' P--------- ἐπί
ὀσφύι N3U-DSF--- ὀσφύς
ἡ RA--NSF--- ὁ
δὲ X--------- δέ
δύναμις N3I-NSF--- δύναμις
ἐπ' P--------- ἐπί
ὀμφαλοῦ N2--GSM--- ὀμφαλός
γαστρός N3--GSF--- γαστήρ

Job 40:17
ἔστησεν VAI-AAI3S- ἵστημι
οὐρὰν N1A-ASF--- οὐρά
ὡς C--------- ὡς
κυπάρισσον N2--ASM--- κυπάρισσος
τὰ RA--NPN--- ὁ
δὲ X--------- δέ
νεῦρα N2N-NPN--- νεῦρον
αὐτοῦ RD--GSM--- αὐτός
συμπέπλεκται VK--XPI3S- πλέκω συν

Job 40:18
αἱ RA--NPF--- ὁ
πλευραὶ N1A-NPF--- πλευρά
αὐτοῦ RD--GSM--- αὐτός
πλευραὶ N1A-NPF--- πλευρά
χάλκειαι A1A-NPF--- χάλκειος
ἡ RA--NSF--- ὁ
δὲ X--------- δέ
ῥάχις N3I-NSF--- ῥάχις
αὐτοῦ RD--GSM--- αὐτός
σίδηρος N2--NSM--- σίδηρος
χυτός A1--NSM--- χυτός

Job 40:19
τοῦτ' RD--NSN--- οὗτος
ἔστιν V9--PAI3S- εἰμί
ἀρχὴ N1--NSF--- ἀρχή
πλάσματος N3M-GSN--- πλάσμα
κυρίου N2--GSM--- κύριος
πεποιημένον VM--XPPASM ποιέω
ἐγκαταπαίζεσθαι V1--PMN--- παίζω ἐν κατα
ὑπὸ P--------- ὑπό
τῶν RA--GPM--- ὁ
ἀγγέλων N2--GPM--- ἄγγελος
αὐτοῦ RD--GSM--- αὐτός

Job 40:20
ἐπελθὼν VB--AAPNSM ἔρχομαι ἐπι
δὲ X--------- δέ
ἐπ' P--------- ἐπί
ὄρος N3E-ASN--- ὄρος
ἀκρότομον A1B-ASN--- ἀκρότομος
ἐποίησεν VAI-AAI3S- ποιέω
χαρμονὴν N1--ASF--- χαρμονή
τετράποσιν N3--DPM--- τετράπους
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
ταρτάρῳ N2--DSM--- τάρταρος

Job 40:21
ὑπὸ P--------- ὑπό
παντοδαπὰ A1--APN--- παντοδαπός
δένδρα N2N-APN--- δένδρον
κοιμᾶται V3--PMI3S- κοιμάω
παρὰ P--------- παρά
πάπυρον N2--ASM--- πάπυρος
καὶ C--------- καί
κάλαμον N2--ASM--- κάλαμος
καὶ C--------- καί
βούτομον N2N-ASN--- βούτομον

Job 40:22
σκιάζονται V1--PMI3P- σκιάζω
δὲ X--------- δέ
ἐν P--------- ἐν
αὐτῷ RD--DSN--- αὐτός
δένδρα N2N-NPN--- δένδρον
μεγάλα A1--NPN--- μέγας
σὺν P--------- σύν
ῥαδάμνοις N2--DPM--- ῥάδαμνος
καὶ C--------- καί
κλῶνες N3W-NPM--- κλών
ἄγνου N2--GSM--- ἄγνος

Job 40:23
ἐὰν C--------- ἐάν
γένηται VB--AMS3S- γίγνομαι
πλήμμυρα N1A-NSF--- πλήμμυρα
οὐ D--------- οὐ
μὴ D--------- μή
αἰσθηθῇ VS--APS3S- αἰσθάνομαι
πέποιθεν VX--XAI3S- πείθω
ὅτι C--------- ὅτι
προσκρούσει VF--FAI3S- κρούω προς
ὁ RA--NSM--- ὁ
Ιορδάνης N1M-NSM--- Ιορδάνης
εἰς P--------- εἰς
τὸ RA--ASN--- ὁ
στόμα N3M-ASN--- στόμα
αὐτοῦ RD--GSN--- αὐτός

Job 40:24
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
ὀφθαλμῷ N2--DSM--- ὀφθαλμός
αὐτοῦ RD--GSN--- αὐτός
δέξεται VF--FMI3S- δέχομαι
αὐτόν RD--ASN--- αὐτός
ἐνσκολιευόμενος V1--PMPNSM ἐνσκολιευόμαι
τρήσει VF--FAI3S- τιτράω
ῥῖνα N3--ASF--- ῥίς

Job 40:25
ἄξεις VF--FAI2S- ἄγω
δὲ X--------- δέ
δράκοντα N3--ASM--- δράκων
ἐν P--------- ἐν
ἀγκίστρῳ N2N-DSN--- ἄγκιστρον
περιθήσεις VF--FAI2S- τίθημι περι
δὲ X--------- δέ
φορβεὰν N1A-ASF--- φορβεά
περὶ P--------- περί
ῥῖνα N3--ASF--- ῥίς
αὐτοῦ RD--GSM--- αὐτός

Job 40:26
εἰ C--------- εἰ
δήσεις VF--FAI2S- δέω
κρίκον N2--ASM--- κρίκος
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
μυκτῆρι N3--DSM--- μυκτήρ
αὐτοῦ RD--GSM--- αὐτός
ψελίῳ N2--DSN--- ψέλιον
δὲ X--------- δέ
τρυπήσεις VF--FAI2S- τρυπάω
τὸ RA--ASN--- ὁ
χεῖλος N3E-ASN--- χεῖλος
αὐτοῦ RD--GSM--- αὐτός

Job 40:27
λαλήσει VF--FAI3S- λαλέω
δέ X--------- δέ
σοι RP--DS---- σύ
δεήσει N3I-DSF--- δέησις
ἱκετηρίᾳ A1A-DSF--- ἱκετηρίος
μαλακῶς D--------- μαλακῶς

Job 40:28
θήσεται VF--FMI3S- τίθημι
δὲ X--------- δέ
διαθήκην N1--ASF--- διαθήκη
μετὰ P--------- μετά
σοῦ RP--GS---- σύ
λήμψῃ VF--FMI2S- λαμβάνω
δὲ X--------- δέ
αὐτὸν RD--ASM--- αὐτός
δοῦλον N2--ASM--- δοῦλος
αἰώνιον A1B-ASM--- αἰώνιος
