Num 1:1
πεντακόσιοι A1A-NPM--- πεντακόσιοι

Num 31:46
καὶ C--------- καί
ψυχαὶ N1--NPF--- ψυχή
ἀνθρώπων N2--GPM--- ἄνθρωπος
ἓξ M--------- ἕξ
καὶ C--------- καί
δέκα M--------- δέκα
χιλιάδες N3D-NPF--- χιλιάς

Num 31:47
καὶ C--------- καί
ἔλαβεν VBI-AAI3S- λαμβάνω
Μωυσῆς N1M-NSM--- Μωυσῆς
ἀπὸ P--------- ἀπό
τοῦ RA--GSN--- ὁ
ἡμισεύματος N3M-GSN--- ἡμίσευμα
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
τὸ RA--ASN--- ὁ
ἓν A3--ASN--- εἷς
ἀπὸ P--------- ἀπό
τῶν RA--GPN--- ὁ
πεντήκοντα M--------- πεντήκοντα
ἀπὸ P--------- ἀπό
τῶν RA--GPM--- ὁ
ἀνθρώπων N2--GPM--- ἄνθρωπος
καὶ C--------- καί
ἀπὸ P--------- ἀπό
τῶν RA--GPN--- ὁ
κτηνῶν N3E-GPN--- κτῆνος
καὶ C--------- καί
ἔδωκεν VAI-AAI3S- δίδωμι
αὐτὰ RD--APN--- αὐτός
τοῖς RA--DPM--- ὁ
Λευίταις N1M-DPM--- Λευίτης
τοῖς RA--DPM--- ὁ
φυλάσσουσιν V1--PAPDPM φυλάσσω
τὰς RA--APF--- ὁ
φυλακὰς N1--APF--- φυλακή
τῆς RA--GSF--- ὁ
σκηνῆς N1--GSF--- σκηνή
κυρίου N2--GSM--- κύριος
ὃν RR--ASM--- ὅς
τρόπον N2--ASM--- τρόπος
συνέταξεν VAI-AAI3S- τάσσω συν
κύριος N2--NSM--- κύριος
τῷ RA--DSM--- ὁ
Μωυσῇ N1M-DSM--- Μωυσῆς

Num 31:48
καὶ C--------- καί
προσῆλθον VBI-AAI3P- ἔρχομαι προς
πρὸς P--------- πρός
Μωυσῆν N1M-ASM--- Μωυσῆς
πάντες A3--NPM--- πᾶς
οἱ RA--NPM--- ὁ
καθεσταμένοι VMI-XMPNPM ἵστημι κατα
εἰς P--------- εἰς
τὰς RA--APF--- ὁ
χιλιαρχίας N1A-APF--- χιλιαρχία
τῆς RA--GSF--- ὁ
δυνάμεως N3I-GSF--- δύναμις
χιλίαρχοι N2--NPM--- χιλίαρχος
καὶ C--------- καί
ἑκατόνταρχοι N2--NPM--- ἑκατόνταρχος

Num 31:49
καὶ C--------- καί
εἶπαν VAI-AAI3P- εἶπον
πρὸς P--------- πρός
Μωυσῆν N1M-ASM--- Μωυσῆς
οἱ RA--NPM--- ὁ
παῖδές N3D-NPM--- παῖς
σου RP--GS---- σύ
εἰλήφασιν VX--XAI3P- λαμβάνω
τὸ RA--ASN--- ὁ
κεφάλαιον N2N-ASN--- κεφάλαιον
τῶν RA--GPM--- ὁ
ἀνδρῶν N3--GPM--- ἀνήρ
τῶν RA--GPM--- ὁ
πολεμιστῶν N1M-GPM--- πολεμιστής
τῶν RA--GPM--- ὁ
παρ' P--------- παρά
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
οὐ D--------- οὐ
διαπεφώνηκεν VX--XAI3S- φωνέω δια
ἀπ' P--------- ἀπό
αὐτῶν RD--GPM--- αὐτός
οὐδὲ C--------- οὐδέ
εἷς A3--NSM--- εἷς

Num 31:50
καὶ C--------- καί
προσενηνόχαμεν VX--XAI1P- φέρω προς
τὸ RA--ASN--- ὁ
δῶρον N2N-ASN--- δῶρον
κυρίῳ N2--DSM--- κύριος
ἀνὴρ N3--NSM--- ἀνήρ
ὃ RR--NSN--- ὅς
εὗρεν VB--AAI3S- εὑρίσκω
σκεῦος N3E-ASN--- σκεῦος
χρυσοῦν A1C-ASN--- χρυσοῦς
χλιδῶνα N3W-ASM--- χλιδῶν
καὶ C--------- καί
ψέλιον N2--ASN--- ψέλιον
καὶ C--------- καί
δακτύλιον N2--ASM--- δακτύλιος
καὶ C--------- καί
περιδέξιον N2N-ASN--- περιδέξιον
καὶ C--------- καί
ἐμπλόκιον N2--ASN--- ἐμπλόκιον
ἐξιλάσασθαι VA--AMN--- ἱλάσκομαι ἐκ
περὶ P--------- περί
ἡμῶν RP--GP---- ἐγώ
ἔναντι P--------- ἔναντι
κυρίου N2--GSM--- κύριος

Num 31:51
καὶ C--------- καί
ἔλαβεν VBI-AAI3S- λαμβάνω
Μωυσῆς N1M-NSM--- Μωυσῆς
καὶ C--------- καί
Ελεαζαρ N---NSM--- Ελεαζαρ
ὁ RA--NSM--- ὁ
ἱερεὺς N3V-NSM--- ἱερεύς
τὸ RA--ASN--- ὁ
χρυσίον N2N-ASN--- χρυσίον
παρ' P--------- παρά
αὐτῶν RD--GPM--- αὐτός
πᾶν A3--ASN--- πᾶς
σκεῦος N3E-ASN--- σκεῦος
εἰργασμένον VT--XMPASN ἐργάζομαι

Num 31:52
καὶ C--------- καί
ἐγένετο VBI-AMI3S- γίγνομαι
πᾶν A3--NSN--- πᾶς
τὸ RA--NSN--- ὁ
χρυσίον N2N-NSN--- χρυσίον
τὸ RA--NSN--- ὁ
ἀφαίρεμα N3M-NSN--- ἀφαίρεμα
ὃ RR--NSN--- ὅς
ἀφεῖλον VBI-AAI3P- αἱρέω ἀπο
κυρίῳ N2--DSM--- κύριος
ἓξ M--------- ἕξ
καὶ C--------- καί
δέκα M--------- δέκα
χιλιάδες N3D-NPF--- χιλιάς
καὶ C--------- καί
ἑπτακόσιοι A1A-NPM--- ἑπτακόσιοι
καὶ C--------- καί
πεντήκοντα M--------- πεντήκοντα
σίκλοι N2--NPM--- σίκλος
παρὰ P--------- παρά
τῶν RA--GPM--- ὁ
χιλιάρχων N2--GPM--- χιλίαρχος
καὶ C--------- καί
παρὰ P--------- παρά
τῶν RA--GPM--- ὁ
ἑκατοντάρχων N2--GPM--- ἑκατόνταρχος

Num 31:53
καὶ C--------- καί
οἱ RA--NPM--- ὁ
ἄνδρες N3--NPM--- ἀνήρ
οἱ RA--NPM--- ὁ
πολεμισταὶ N1M-NPM--- πολεμιστής
ἐπρονόμευσαν VAI-AAI3P- νομεύω προ
ἕκαστος A1--NSM--- ἕκαστος
ἑαυτῷ RD--DSM--- ἑαυτοῦ

Num 31:54
καὶ C--------- καί
ἔλαβεν VBI-AAI3S- λαμβάνω
Μωυσῆς N1M-NSM--- Μωυσῆς
καὶ C--------- καί
Ελεαζαρ N---NSM--- Ελεαζαρ
ὁ RA--NSM--- ὁ
ἱερεὺς N3V-NSM--- ἱερεύς
τὸ RA--ASN--- ὁ
χρυσίον N2N-ASN--- χρυσίον
παρὰ P--------- παρά
τῶν RA--GPM--- ὁ
χιλιάρχων N2--GPM--- χιλίαρχος
καὶ C--------- καί
παρὰ P--------- παρά
τῶν RA--GPM--- ὁ
ἑκατοντάρχων N2--GPM--- ἑκατόνταρχος
καὶ C--------- καί
εἰσήνεγκεν VAI-AAI3S- φέρω εἰς
αὐτὰ RD--APN--- αὐτός
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
σκηνὴν N1--ASF--- σκηνή
τοῦ RA--GSN--- ὁ
μαρτυρίου N2N-GSN--- μαρτύριον
μνημόσυνον N2N-ASN--- μνημόσυνον
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
ἔναντι P--------- ἔναντι
κυρίου N2--GSM--- κύριος

Num 32:1
καὶ C--------- καί
κτήνη N3E-NPN--- κτῆνος
πλῆθος N3E-NSN--- πλῆθος
ἦν V9--IAI3S- εἰμί
τοῖς RA--DPM--- ὁ
υἱοῖς N2--DPM--- υἱός
Ρουβην N---GSM--- Ρουβην
καὶ C--------- καί
τοῖς RA--DPM--- ὁ
υἱοῖς N2--DPM--- υἱός
Γαδ N---GSM--- Γαδ
πλῆθος N3E-ASN--- πλῆθος
σφόδρα D--------- σφόδρα
καὶ C--------- καί
εἶδον VBI-AAI3P- ὁράω
τὴν RA--ASF--- ὁ
χώραν N1A-ASF--- χώρα
Ιαζηρ N---GSM--- Ιαζηρ
καὶ C--------- καί
τὴν RA--ASF--- ὁ
χώραν N1A-ASF--- χώρα
Γαλααδ N---GS---- Γαλαάδ
καὶ C--------- καί
ἦν V9--IAI3S- εἰμί
ὁ RA--NSM--- ὁ
τόπος N2--NSM--- τόπος
τόπος N2--NSM--- τόπος
κτήνεσιν N3E-DPN--- κτῆνος

Num 32:2
καὶ C--------- καί
προσελθόντες VB--AAPNPM ἔρχομαι προς
οἱ RA--NPM--- ὁ
υἱοὶ N2--NPM--- υἱός
Ρουβην N---GSM--- Ρουβην
καὶ C--------- καί
οἱ RA--NPM--- ὁ
υἱοὶ N2--NPM--- υἱός
Γαδ N---GSM--- Γαδ
εἶπαν VAI-AAI3P- εἶπον
πρὸς P--------- πρός
Μωυσῆν N1M-ASM--- Μωυσῆς
καὶ C--------- καί
πρὸς P--------- πρός
Ελεαζαρ N---ASM--- Ελεαζαρ
τὸν RA--ASM--- ὁ
ἱερέα N3V-ASM--- ἱερεύς
καὶ C--------- καί
πρὸς P--------- πρός
τοὺς RA--APM--- ὁ
ἄρχοντας N3--APM--- ἄρχων
τῆς RA--GSF--- ὁ
συναγωγῆς N1--GSF--- συναγωγή
λέγοντες V1--PAPNPM λέγω

Num 32:3
Αταρωθ N---NSM--- Αταρωθ
καὶ C--------- καί
Δαιβων N---NSM--- Δαιβων
καὶ C--------- καί
Ιαζηρ N---NSM--- Ιαζηρ
καὶ C--------- καί
Ναμβρα N---NSM--- Ναμβρα
καὶ C--------- καί
Εσεβων N---NSM--- Εσεβων
καὶ C--------- καί
Ελεαλη N---NSM--- Ελεαλη
καὶ C--------- καί
Σεβαμα N---NSM--- Σεβαμα
καὶ C--------- καί
Ναβαυ N---NSM--- Ναβαυ
καὶ C--------- καί
Βαιαν N---NSM--- Βαιαν

Num 32:4
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ
ἣν RR--ASF--- ὅς
παρέδωκεν VAI-AAI3S- δίδωμι παρα
κύριος N2--NSM--- κύριος
ἐνώπιον P--------- ἐνώπιον
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
γῆ N1--NSF--- γῆ
κτηνοτρόφος A1--NSM--- κτηνοτρόφος
ἐστίν V9--PAI3S- εἰμί
καὶ C--------- καί
τοῖς RA--DPM--- ὁ
παισίν N3D-DPM--- παῖς
σου RP--GS---- σύ
κτήνη N3E-APN--- κτῆνος
ὑπάρχει V1--PAI3S- ἄρχω ὑπο

Num 32:5
καὶ C--------- καί
ἔλεγον V1I-IAI3P- λέγω
εἰ C--------- εἰ
εὕρομεν VB--AAI1P- εὑρίσκω
χάριν N3--ASF--- χάρις
ἐνώπιόν P--------- ἐνώπιον
σου RP--GS---- σύ
δοθήτω VC--APD3S- δίδωμι
ἡ RA--NSF--- ὁ
γῆ N1--NSF--- γῆ
αὕτη RD--NSF--- οὗτος
τοῖς RA--DPM--- ὁ
οἰκέταις N1M-DPM--- οἰκέτης
σου RP--GS---- σύ
ἐν P--------- ἐν
κατασχέσει N3I-DSF--- κατάσχεσις
καὶ C--------- καί
μὴ D--------- μή
διαβιβάσῃς VA--AAS2S- βιβάζω δια
ἡμᾶς RP--AP---- ἐγώ
τὸν RA--ASM--- ὁ
Ιορδάνην N1M-ASM--- Ἰορδάνης

Num 32:6
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
Μωυσῆς N1M-NSM--- Μωυσῆς
τοῖς RA--DPM--- ὁ
υἱοῖς N2--DPM--- υἱός
Γαδ N---GSM--- Γαδ
καὶ C--------- καί
τοῖς RA--DPM--- ὁ
υἱοῖς N2--DPM--- υἱός
Ρουβην N---GSM--- Ρουβην
οἱ RA--NPM--- ὁ
ἀδελφοὶ N2--NPM--- ἀδελφός
ὑμῶν RP--GP---- σύ
πορεύονται V1--PMI3P- πορεύομαι
εἰς P--------- εἰς
πόλεμον N2--ASM--- πόλεμος
καὶ C--------- καί
ὑμεῖς RP--NP---- σύ
καθήσεσθε VF--FMI2P- ἵημι κατα
αὐτοῦ RD--GSM--- αὐτός

Num 32:7
καὶ C--------- καί
ἵνα C--------- ἵνα
τί RI--ASN--- τίς
διαστρέφετε V1--PAI2P- στρέφω δια
τὰς RA--APF--- ὁ
διανοίας N1A-APF--- διάνοια
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
μὴ D--------- μή
διαβῆναι VZ--AAN--- βαίνω δια
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ
ἣν RR--ASF--- ὅς
κύριος N2--NSM--- κύριος
δίδωσιν V8--PAI3S- δίδωμι
αὐτοῖς RD--DPM--- αὐτός

Num 32:8
οὐχ D--------- οὐ
οὕτως D--------- οὕτως
ἐποίησαν VAI-AAI3P- ποιέω
οἱ RA--NPM--- ὁ
πατέρες N3--NPM--- πατήρ
ὑμῶν RP--GP---- σύ
ὅτε D--------- ὅτε
ἀπέστειλα VAI-AAI1S- στέλλω ἀπο
αὐτοὺς RD--APM--- αὐτός
ἐκ P--------- ἐκ
Καδης N---GSM--- Καδης
Βαρνη N---GSM--- Βαρνη
κατανοῆσαι VA--AAN--- νοέω κατα
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ

Num 32:9
καὶ C--------- καί
ἀνέβησαν VZI-AAI3P- βαίνω ἀνα
Φάραγγα N3G-ASF--- φάραγξ
βότρυος N3U-GSM--- βότρυς
καὶ C--------- καί
κατενόησαν VAI-AAI3P- νοέω κατα
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ
καὶ C--------- καί
ἀπέστησαν VHI-AAI3P- ἵστημι ἀπο
τὴν RA--ASF--- ὁ
καρδίαν N1A-ASF--- καρδία
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
ὅπως C--------- ὅπως
μὴ D--------- μή
εἰσέλθωσιν VB--AAS3P- ἔρχομαι εἰς
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ
ἣν RR--ASF--- ὅς
ἔδωκεν VAI-AAI3S- δίδωμι
κύριος N2--NSM--- κύριος
αὐτοῖς RD--DPM--- αὐτός

Num 32:10
καὶ C--------- καί
ὠργίσθη VSI-API3S- ὀργίζω
θυμῷ N2--DSM--- θυμός
κύριος N2--NSM--- κύριος
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
ἡμέρᾳ N1A-DSF--- ἡμέρα
ἐκείνῃ RD--DSF--- ἐκεῖνος
καὶ C--------- καί
ὤμοσεν VAI-AAI3S- ὄμνυμι
λέγων V1--PAPNSM λέγω

Num 32:11
εἰ C--------- εἰ
ὄψονται VF--FMI3P- ὁράω
οἱ RA--NPM--- ὁ
ἄνθρωποι N2--NPM--- ἄνθρωπος
οὗτοι RD--NPM--- οὗτος
οἱ RA--NPM--- ὁ
ἀναβάντες VZ--AAPNPM βαίνω ἀνα
ἐξ P--------- ἐκ
Αἰγύπτου N2--GSF--- Αἴγυπτος
ἀπὸ P--------- ἀπό
εἰκοσαετοῦς A3H-GSM--- εἰκοσαετής
καὶ C--------- καί
ἐπάνω D--------- ἐπάνω
οἱ RA--NPM--- ὁ
ἐπιστάμενοι V6--PMPNPM ἐπίσταμαι
τὸ RA--ASN--- ὁ
κακὸν A1--ASN--- κακός
καὶ C--------- καί
τὸ RA--ASN--- ὁ
ἀγαθὸν A1--ASN--- ἀγαθός
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ
ἣν RR--ASF--- ὅς
ὤμοσα VAI-AAI1S- ὄμνυμι
τῷ RA--DSM--- ὁ
Αβρααμ N---DSM--- Ἀβραάμ
καὶ C--------- καί
Ισαακ N---DSM--- Ισαακ
καὶ C--------- καί
Ιακωβ N---DSM--- Ἰακώβ
οὐ D--------- οὐ
γὰρ X--------- γάρ
συνεπηκολούθησαν VAI-AAI3P- ἀκολουθέω συν ἐπι
ὀπίσω P--------- ὀπίσω
μου RP--GS---- ἐγώ

Num 32:12
πλὴν D--------- πλήν
Χαλεβ N---NSM--- Χαλεβ
υἱὸς N2--NSM--- υἱός
Ιεφοννη N---GSM--- Ιεφοννη
ὁ RA--NSM--- ὁ
διακεχωρισμένος VT--XMPNSM χωρίζω δια
καὶ C--------- καί
Ἰησοῦς N---NSM--- Ἰησοῦς
ὁ RA--NSM--- ὁ
τοῦ RA--GSM--- ὁ
Ναυη N---GSM--- Ναυη
ὅτι C--------- ὅτι
συνεπηκολούθησεν VAI-AAI3S- ἀκολουθέω συν ἐπι
ὀπίσω P--------- ὀπίσω
κυρίου N2--GSM--- κύριος

Num 32:13
καὶ C--------- καί
ὠργίσθη VSI-API3S- ὀργίζω
θυμῷ N2--DSM--- θυμός
κύριος N2--NSM--- κύριος
ἐπὶ P--------- ἐπί
τὸν RA--ASM--- ὁ
Ισραηλ N---ASM--- Ἰσραήλ
καὶ C--------- καί
κατερρόμβευσεν VAI-AAI3S- καταρομβεύω
αὐτοὺς RD--APM--- αὐτός
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
ἐρήμῳ N2--DSF--- ἔρημος
τεσσαράκοντα M--------- τεσσαράκοντα
ἔτη N3E-APN--- ἔτος
ἕως C--------- ἕως
ἐξανηλώθη VCI-API3S- ἁλίσκω ἐκ ἀνα
πᾶσα A1S-NSF--- πᾶς
ἡ RA--NSF--- ὁ
γενεὰ N1A-NSF--- γενεά
οἱ RA--NPM--- ὁ
ποιοῦντες V2--PAPNPM ποιέω
τὰ RA--APN--- ὁ
πονηρὰ A1A-APN--- πονηρός
ἔναντι P--------- ἔναντι
κυρίου N2--GSM--- κύριος

Num 32:14
ἰδοὺ I--------- ἰδού
ἀνέστητε VHI-AAI2P- ἵστημι ἀνα
ἀντὶ P--------- ἀντί
τῶν RA--GPM--- ὁ
πατέρων N3--GPM--- πατήρ
ὑμῶν RP--GP---- σύ
σύστρεμμα N3M-NSN--- σύστρεμμα
ἀνθρώπων N2--GPM--- ἄνθρωπος
ἁμαρτωλῶν A1B-GPM--- ἁμαρτωλός
προσθεῖναι VE--AAN--- τίθημι προς
ἔτι D--------- ἔτι
ἐπὶ P--------- ἐπί
τὸν RA--ASM--- ὁ
θυμὸν N2--ASM--- θυμός
τῆς RA--GSF--- ὁ
ὀργῆς N1--GSF--- ὀργή
κυρίου N2--GSM--- κύριος
ἐπὶ P--------- ἐπί
Ισραηλ N---ASM--- Ἰσραήλ

Num 32:15
ὅτι C--------- ὅτι
ἀποστραφήσεσθε VD--FPI2P- στρέφω ἀπο
ἀπ' P--------- ἀπό
αὐτοῦ RD--GSM--- αὐτός
προσθεῖναι VE--AAN--- τίθημι προς
ἔτι D--------- ἔτι
καταλιπεῖν VB--AAN--- λείπω κατα
αὐτὸν RD--ASM--- αὐτός
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
ἐρήμῳ N2--DSF--- ἔρημος
καὶ C--------- καί
ἀνομήσετε VF--FAI2P- ἀνομέω
εἰς P--------- εἰς
ὅλην A1--ASF--- ὅλος
τὴν RA--ASF--- ὁ
συναγωγὴν N1--ASF--- συναγωγή
ταύτην RD--ASF--- οὗτος

Num 32:16
καὶ C--------- καί
προσῆλθον VBI-AAI3P- ἔρχομαι προς
αὐτῷ RD--DSM--- αὐτός
καὶ C--------- καί
ἔλεγον V1I-IAI3P- λέγω
ἐπαύλεις N3I-APF--- ἔπαυλις
προβάτων N2N-GPN--- πρόβατον
οἰκοδομήσωμεν VA--AAS1P- οἰκοδομέω
ὧδε D--------- ὧδε
τοῖς RA--DPN--- ὁ
κτήνεσιν N3E-DPN--- κτῆνος
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
πόλεις N3I-APF--- πόλις
ταῖς RA--DPF--- ὁ
ἀποσκευαῖς N1--DPF--- ἀποσκευή
ἡμῶν RP--GP---- ἐγώ

Num 32:17
καὶ C--------- καί
ἡμεῖς RP--NP---- ἐγώ
ἐνοπλισάμενοι VA--AMPNPM ὁπλίζω ἐν
προφυλακὴ N1--NSF--- προφυλακή
πρότεροι A1A-NPMC-- πρότερος
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
ἕως C--------- ἕως
ἂν X--------- ἄν
ἀγάγωμεν VB--AAS1P- ἄγω
αὐτοὺς RD--APM--- αὐτός
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
ἑαυτῶν RD--GPM--- ἑαυτοῦ
τόπον N2--ASM--- τόπος
καὶ C--------- καί
κατοικήσει VF--FAI3S- οἰκέω κατα
ἡ RA--NSF--- ὁ
ἀποσκευὴ N1--NSF--- ἀποσκευή
ἡμῶν RP--GP---- ἐγώ
ἐν P--------- ἐν
πόλεσιν N3I-DPF--- πόλις
τετειχισμέναις VT--XMPDPF τειχίζω
διὰ P--------- διά
τοὺς RA--APM--- ὁ
κατοικοῦντας V2--PAPAPM οἰκέω κατα
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ

Num 32:18
οὐ D--------- οὐ
μὴ D--------- μή
ἀποστραφῶμεν VD--APS1P- στρέφω ἀπο
εἰς P--------- εἰς
τὰς RA--APF--- ὁ
οἰκίας N1A-APF--- οἰκία
ἡμῶν RP--GP---- ἐγώ
ἕως C--------- ἕως
ἂν X--------- ἄν
καταμερισθῶσιν VC--APS3P- μερίζω κατα
οἱ RA--NPM--- ὁ
υἱοὶ N2--NPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
ἕκαστος A1--NSM--- ἕκαστος
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
κληρονομίαν N1A-ASF--- κληρονομία
αὐτοῦ RD--GSM--- αὐτός

Num 32:19
καὶ C--------- καί
οὐκέτι D--------- οὐκέτι
κληρονομήσωμεν VA--AAS1P- κληρονομέω
ἐν P--------- ἐν
αὐτοῖς RD--DPM--- αὐτός
ἀπὸ P--------- ἀπό
τοῦ RA--GSM--- ὁ
πέραν D--------- πέραν
τοῦ RA--GSM--- ὁ
Ιορδάνου N1M-GSM--- Ἰορδάνης
καὶ C--------- καί
ἐπέκεινα D--------- ἐπέκεινα
ὅτι C--------- ὅτι
ἀπέχομεν V1--PAI1P- ἔχω ἀπο
τοὺς RA--APM--- ὁ
κλήρους N2--APM--- κλῆρος
ἡμῶν RP--GP---- ἐγώ
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
πέραν D--------- πέραν
τοῦ RA--GSM--- ὁ
Ιορδάνου N1M-GSM--- Ἰορδάνης
ἐν P--------- ἐν
ἀνατολαῖς N1--DPF--- ἀνατολή

Num 32:20
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
πρὸς P--------- πρός
αὐτοὺς RD--APM--- αὐτός
Μωυσῆς N1M-NSM--- Μωυσῆς
ἐὰν C--------- ἐάν
ποιήσητε VA--AAS2P- ποιέω
κατὰ P--------- κατά
τὸ RA--ASN--- ὁ
ῥῆμα N3M-ASN--- ῥῆμα
τοῦτο RD--ASN--- οὗτος
ἐὰν C--------- ἐάν
ἐξοπλίσησθε VA--AMS2P- ὁπλίζω ἐν
ἔναντι P--------- ἔναντι
κυρίου N2--GSM--- κύριος
εἰς P--------- εἰς
πόλεμον N2--ASM--- πόλεμος
