Jer 1:1
θρόνον N2--ASM--- θρόνος
ἐπάνω P--------- ἐπάνω
τῶν RA--GPM--- ὁ
λίθων N2--GPM--- λίθος
τούτων RD--GPM--- οὗτος
ὧν RR--GPM--- ὅς
κατέκρυψας VAI-AAI2S- κρύπτω κατα
καὶ C--------- καί
ἀρεῖ VF2-FAI3S- αἴρω
τὰ RA--APN--- ὁ
ὅπλα N2N-APN--- ὅπλον
αὐτοῦ RD--GSM--- αὐτός
ἐπ' P--------- ἐπί
αὐτοὺς RD--APM--- αὐτός

Jer 50:11
καὶ C--------- καί
εἰσελεύσεται VF--FMI3S- ἔρχομαι εἰς
καὶ C--------- καί
πατάξει VF--FAI3S- πατάσσω
γῆν N1--ASF--- γῆ
Αἰγύπτου N2--GSF--- Αἴγυπτος
οὓς RR--APM--- ὅς
εἰς P--------- εἰς
θάνατον N2--ASM--- θάνατος
εἰς P--------- εἰς
θάνατον N2--ASM--- θάνατος
καὶ C--------- καί
οὓς RR--APM--- ὅς
εἰς P--------- εἰς
ἀποικισμόν N2--ASM--- ἀποικισμός
εἰς P--------- εἰς
ἀποικισμόν N2--ASM--- ἀποικισμός
καὶ C--------- καί
οὕς RR--APM--- ὅς
εἰς P--------- εἰς
ῥομφαίαν N1A-ASF--- ῥομφαία
εἰς P--------- εἰς
ῥομφαίαν N1A-ASF--- ῥομφαία

Jer 50:12
καὶ C--------- καί
καύσει VF--FAI3S- καίω
πῦρ N3--ASN--- πῦρ
ἐν P--------- ἐν
οἰκίαις N1A-DPF--- οἰκία
θεῶν N2--GPM--- θεός
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ἐμπυριεῖ VF2-FAI3S- πυρίζω ἐν
αὐτὰς RD--APF--- αὐτός
καὶ C--------- καί
ἀποικιεῖ VF2-FAI3S- οἰκίζω ἀπο
αὐτοὺς RD--APM--- αὐτός
καὶ C--------- καί
φθειριεῖ VF2-FAI3S- φθειρίζω
γῆν N1--ASF--- γῆ
Αἰγύπτου N2--GSF--- Αἴγυπτος
ὥσπερ D--------- ὥσπερ
φθειρίζει V1--PAI3S- φθειρίζω
ποιμὴν N3--NSM--- ποιμήν
τὸ RA--ASN--- ὁ
ἱμάτιον N2N-ASN--- ἱμάτιον
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἐξελεύσεται VF--FMI3S- ἔρχομαι ἐκ
ἐν P--------- ἐν
εἰρήνῃ N1--DSF--- εἰρήνη

Jer 50:13
καὶ C--------- καί
συντρίψει VF--FAI3S- τρίβω συν
τοὺς RA--APM--- ὁ
στύλους N2--APM--- στῦλος
ἡλίου N2--GSM--- ἥλιος
πόλεως N3I-GSF--- πόλις
τοὺς RA--APM--- ὁ
ἐν P--------- ἐν
Ων N---DS---- Ων
καὶ C--------- καί
τὰς RA--APF--- ὁ
οἰκίας N1A-APF--- οἰκία
αὐτῶν RD--GPM--- αὐτός
κατακαύσει VF--FAI3S- καίω κατα
ἐν P--------- ἐν
πυρί N3--DSN--- πῦρ

Jer 51:1
ὁ RA--NSM--- ὁ
λόγος N2--NSM--- λόγος
ὁ RA--NSM--- ὁ
γενόμενος VB--AMPNSM γίγνομαι
πρὸς P--------- πρός
Ιερεμιαν N1T-ASM--- Ἰερεμίας
ἅπασιν A3P-DPM--- ἅπας
τοῖς RA--DPM--- ὁ
Ιουδαίοις N2--DPM--- Ἰουδαῖος
τοῖς RA--DPM--- ὁ
κατοικοῦσιν V2--PAPDPM οἰκέω κατα
ἐν P--------- ἐν
γῇ N1--DSF--- γῆ
Αἰγύπτῳ N2--DSF--- Αἴγυπτος
καὶ C--------- καί
τοῖς RA--DPM--- ὁ
καθημένοις V5--PMPDPM ἧμαι κατα
ἐν P--------- ἐν
Μαγδώλῳ N2--DS---- Μάγδωλος
καὶ C--------- καί
ἐν P--------- ἐν
Ταφνας N---DS---- Ταφνας
καὶ C--------- καί
ἐν P--------- ἐν
γῇ N1--DSF--- γῆ
Παθουρης N---GSM--- Παθουρης
λέγων V1--PAPNSM λέγω

Jer 51:2
οὕτως D--------- οὕτως
εἶπεν VBI-AAI3S- εἶπον
κύριος N2--NSM--- κύριος
ὁ RA--NSM--- ὁ
θεὸς N2--NSM--- θεός
Ισραηλ N---GSM--- Ἰσραήλ
ὑμεῖς RP--NP---- ὑμεῖς
ἑωράκατε VX--XAI2P- ὁράω
πάντα A3--APN--- πᾶς
τὰ RA--APN--- ὁ
κακά A1--APN--- κακός
ἃ RR--APN--- ὅς
ἐπήγαγον VBI-AAI3P- ἄγω ἐπι
ἐπὶ P--------- ἐπί
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ
καὶ C--------- καί
ἐπὶ P--------- ἐπί
τὰς RA--APF--- ὁ
πόλεις N3I-APF--- πόλις
Ιουδα N---GSM--- Ιουδα
καὶ C--------- καί
ἰδού I--------- ἰδού
εἰσιν V9--PAI3P- εἰμί
ἔρημοι N2--NPF--- ἔρημος
ἀπὸ P--------- ἀπό
ἐνοίκων V2--PAPNSM οἰκέω ἐν

Jer 51:3
ἀπὸ P--------- ἀπό
προσώπου N2N-GSN--- πρόσωπον
πονηρίας N1A-GSF--- πονηρία
αὐτῶν RD--GPM--- αὐτός
ἧς RR--GSF--- ὅς
ἐποίησαν VAI-AAI3P- ποιέω
παραπικρᾶναί VA--AAN--- πικραίνω παρα
με RP--AS---- ἐγώ
πορευθέντες VC--APPNPM πορεύομαι
θυμιᾶν V3--PAN--- θυμιάω
θεοῖς N2--DPM--- θεός
ἑτέροις A1A-DPM--- ἕτερος
οἷς RR--DPM--- ὅς
οὐκ D--------- οὐ
ἔγνωτε VZI-AAI2P- γιγνώσκω

Jer 51:4
καὶ C--------- καί
ἀπέστειλα VAI-AAI1S- στέλλω ἀπο
πρὸς P--------- πρός
ὑμᾶς RP--AP---- σύ
τοὺς RA--APM--- ὁ
παῖδάς N3D-APM--- παῖς
μου RP--GS---- ἐγώ
τοὺς RA--APM--- ὁ
προφήτας N1M-APM--- προφήτης
ὄρθρου N2--GSM--- ὄρθρος
καὶ C--------- καί
ἀπέστειλα VAI-AAI1S- στέλλω ἀπο
λέγων V1--PAPNSM λέγω
μὴ D--------- μή
ποιήσητε VA--AAS2P- ποιέω
τὸ RA--ASN--- ὁ
πρᾶγμα N3M-ASN--- πρᾶγμα
τῆς RA--GSF--- ὁ
μολύνσεως N3I-GSF--- μόλυνσις
ταύτης RD--GSF--- οὗτος
ἧς RR--GSF--- ὅς
ἐμίσησα VAI-AAI1S- μισέω

Jer 51:5
καὶ C--------- καί
οὐκ D--------- οὐ
ἤκουσάν VAI-AAI3P- ἀκούω
μου RP--GS---- ἐγώ
καὶ C--------- καί
οὐκ D--------- οὐ
ἔκλιναν VAI-AAI3P- κλίνω
τὸ RA--ASN--- ὁ
οὖς N3--ASN--- οὖς
αὐτῶν RD--GPM--- αὐτός
ἀποστρέψαι VA--AAN--- στρέφω ἀπο
ἀπὸ P--------- ἀπό
τῶν RA--GPN--- ὁ
κακῶν A1--GPN--- κακός
αὐτῶν RD--GPM--- αὐτός
πρὸς P--------- πρός
τὸ RA--ASN--- ὁ
μὴ D--------- μή
θυμιᾶν V3--PAN--- θυμιάω
θεοῖς N2--DPM--- θεός
ἑτέροις A1A-DPM--- ἕτερος

Jer 51:6
καὶ C--------- καί
ἔσταξεν VAI-AAI3S- στάζω
ἡ RA--NSF--- ὁ
ὀργή N1--NSF--- ὀργή
μου RP--GS---- ἐγώ
καὶ C--------- καί
ὁ RA--NSM--- ὁ
θυμός N2--NSM--- θυμός
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἐξεκαύθη VCI-API3S- καίω ἐκ
ἐν P--------- ἐν
πόλεσιν N3I-DPF--- πόλις
Ιουδα N---GSM--- Ιουδα
καὶ C--------- καί
ἔξωθεν D--------- ἔξωθεν
Ιερουσαλημ N---GSF--- Ἰερουσαλήμ
καὶ C--------- καί
ἐγενήθησαν VCI-API3P- γίγνομαι
εἰς P--------- εἰς
ἐρήμωσιν N3I-ASF--- ἐρήμωσις
καὶ C--------- καί
εἰς P--------- εἰς
ἄβατον A1B-ASM--- ἄβατος
ὡς C--------- ὡς
ἡ RA--NSF--- ὁ
ἡμέρα N1A-NSF--- ἡμέρα
αὕτη RD--NSF--- οὗτος

Jer 51:7
καὶ C--------- καί
νῦν D--------- νῦν
οὕτως D--------- οὕτως
εἶπεν VBI-AAI3S- εἶπον
κύριος N2--NSM--- κύριος
παντοκράτωρ N3R-NSM--- παντοκράτωρ
ἵνα C--------- ἵνα
τί RI--ASN--- τίς
ὑμεῖς RP--NP---- σύ
ποιεῖτε V2--PAI2P- ποιέω
κακὰ A1--APN--- κακός
μεγάλα A1--APN--- μέγας
ἐπὶ P--------- ἐπί
ψυχαῖς N1--DPF--- ψυχή
ὑμῶν RP--GP---- σύ
ἐκκόψαι VA--AAN--- κόπτω ἐκ
ὑμῶν RP--GP---- σύ
ἄνθρωπον N2--ASM--- ἄνθρωπος
καὶ C--------- καί
γυναῖκα N3K-ASF--- γυνή
νήπιον A1A-ASM--- νήπιος
καὶ C--------- καί
θηλάζοντα V1--PAPASM θηλάζω
ἐκ P--------- ἐκ
μέσου A1--GSM--- μέσος
Ιουδα N---GSM--- Ιουδα
πρὸς P--------- πρός
τὸ RA--ASN--- ὁ
μὴ D--------- μή
καταλειφθῆναι VV--APN--- λείπω κατα
ὑμῶν RP--GP---- σύ
μηδένα A3--ASM--- μηδείς

Jer 51:8
παραπικρᾶναί VA--AMD2S- πικραίνω παρα
με RP--AS---- ἐγώ
ἐν P--------- ἐν
τοῖς RA--DPN--- ὁ
ἔργοις N2N-DPN--- ἔργον
τῶν RA--GPF--- ὁ
χειρῶν N3--GPF--- χείρ
ὑμῶν RP--GP---- σύ
θυμιᾶν V3--PAN--- θυμιάω
θεοῖς N2--DPM--- θεός
ἑτέροις A1A-DPM--- ἕτερος
ἐν P--------- ἐν
γῇ N1--DSF--- γῆ
Αἰγύπτῳ N2--DSF--- Αἴγυπτος
εἰς P--------- εἰς
ἣν RR--ASF--- ὅς
εἰσήλθατε VBI-AAI2P- ἔρχομαι εἰς
ἐνοικεῖν V2--PAN--- οἰκέω ἐν
ἐκεῖ D--------- ἐκεῖ
ἵνα C--------- ἵνα
ἐκκοπῆτε VA--AAS2P- κοπόω ἐκ
καὶ C--------- καί
ἵνα C--------- ἵνα
γένησθε VB--AMS2P- γίγνομαι
εἰς P--------- εἰς
κατάραν N1A-ASF--- κατάρα
καὶ C--------- καί
εἰς P--------- εἰς
ὀνειδισμὸν N2--ASM--- ὀνειδισμός
ἐν P--------- ἐν
πᾶσιν A3--DPN--- πᾶς
τοῖς RA--DPN--- ὁ
ἔθνεσιν N3E-DPN--- ἔθνος
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ

Jer 51:9
μὴ D--------- μή
ἐπιλέλησθε VX--XMI2P- λανθάνω ἐπι
ὑμεῖς RP--NP---- σύ
τῶν RA--GPN--- ὁ
κακῶν A1--GPN--- κακός
τῶν RA--GPM--- ὁ
πατέρων N3--GPM--- πατήρ
ὑμῶν RP--GP---- σύ
καὶ C--------- καί
τῶν RA--GPN--- ὁ
κακῶν A1--GPN--- κακός
τῶν RA--GPM--- ὁ
βασιλέων N3V-GPM--- βασιλεύς
Ιουδα N---GSM--- Ιουδα
καὶ C--------- καί
τῶν RA--GPN--- ὁ
κακῶν A1--GPN--- κακός
τῶν RA--GPM--- ὁ
ἀρχόντων N3--GPM--- ἄρχων
ὑμῶν RP--GP---- σύ
καὶ C--------- καί
τῶν RA--GPN--- ὁ
κακῶν A1--GPN--- κακός
τῶν RA--GPF--- ὁ
γυναικῶν N3K-GPF--- γυνή
ὑμῶν RP--GP---- σύ
ὧν RR--GPM--- ὅς
ἐποίησαν VAI-AAI3P- ποιέω
ἐν P--------- ἐν
γῇ N1--DSF--- γῆ
Ιουδα N---GSM--- Ιουδα
καὶ C--------- καί
ἔξωθεν D--------- ἔξωθεν
Ιερουσαλημ N---GSF--- Ἰερουσαλήμ

Jer 51:10
καὶ C--------- καί
οὐκ D--------- οὐ
ἐπαύσαντο VAI-AMI3P- παύω
ἕως P--------- ἕως
τῆς RA--GSF--- ὁ
ἡμέρας N1A-GSF--- ἡμέρα
ταύτης RD--GSF--- οὗτος
καὶ C--------- καί
οὐκ D--------- οὐ
ἀντείχοντο V1I-IMI3P- ἔχω ἀντι
τῶν RA--GPN--- ὁ
προσταγμάτων N3M-GPN--- πρόσταγμα
μου RP--GS---- ἐγώ
ὧν RR--GPN--- ὅς
ἔδωκα VAI-AAI1S- δίδωμι
κατὰ P--------- κατά
πρόσωπον N2N-ASN--- πρόσωπον
τῶν RA--GPM--- ὁ
πατέρων N3--GPM--- πατήρ
αὐτῶν RD--GPM--- αὐτός

Jer 51:11
διὰ P--------- διά
τοῦτο RD--ASN--- οὗτος
οὕτως D--------- οὕτως
εἶπεν VBI-AAI3S- εἶπον
κύριος N2--NSM--- κύριος
ἰδοὺ I--------- ἰδού
ἐγὼ RP--NS---- ἐγώ
ἐφίστημι V6--PAI1S- ἵστημι ἐπι
τὸ RA--ASN--- ὁ
πρόσωπόν N2N-ASN--- πρόσωπον
μου RP--GS---- ἐγώ

Jer 51:12
τοῦ RA--GSN--- ὁ
ἀπολέσαι VA--AAN--- ὀλλύω ἀπο
πάντας A3--APM--- πᾶς
τοὺς RA--APM--- ὁ
καταλοίπους A1B-APM--- κατάλοιπος
τοὺς RA--APM--- ὁ
ἐν P--------- ἐν
Αἰγύπτῳ N2--DSF--- Αἴγυπτος
καὶ C--------- καί
πεσοῦνται VF2-FMI3P- πίπτω
ἐν P--------- ἐν
ῥομφαίᾳ N1A-DSF--- ῥομφαία
καὶ C--------- καί
ἐν P--------- ἐν
λιμῷ N2--DSM--- λιμός
ἐκλείψουσιν VF--FAI3P- λείπω ἐκ
ἀπὸ P--------- ἀπό
μικροῦ A1A-GSM--- μικρός
ἕως P--------- ἕως
μεγάλου A1--GSM--- μέγας
καὶ C--------- καί
ἔσονται VF--FMI3P- εἰμί
εἰς P--------- εἰς
ὀνειδισμὸν N2--ASM--- ὀνειδισμός
καὶ C--------- καί
εἰς P--------- εἰς
ἀπώλειαν N1A-ASF--- ἀπώλεια
καὶ C--------- καί
εἰς P--------- εἰς
κατάραν N1A-ASF--- κατάρα

Jer 51:13
καὶ C--------- καί
ἐπισκέψομαι VF--FMI1S- σκέπτω ἐπι
ἐπὶ P--------- ἐπί
τοὺς RA--APM--- ὁ
καθημένους V5--PMPAPM ἧμαι κατα
ἐν P--------- ἐν
γῇ N1--DSF--- γῆ
Αἰγύπτῳ N2--DSF--- Αἴγυπτος
ὡς C--------- ὡς
ἐπεσκεψάμην VAI-AMI1S- σκέπτομαι ἐπι
ἐπὶ P--------- ἐπί
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ
ἐν P--------- ἐν
ῥομφαίᾳ N1A-DSF--- ῥομφαία
καὶ C--------- καί
ἐν P--------- ἐν
λιμῷ N2--DSM--- λιμός
καὶ C--------- καί
ἐν P--------- ἐν
θανάτῳ N2--DSM--- θάνατος

Jer 51:14
καὶ C--------- καί
οὐκ D--------- οὐ
ἔσται VF--FMI3S- εἰμί
σεσῳσμένος VT--XMPNSM σώζω
οὐθεὶς A3--NSM--- οὐδείς
τῶν RA--GPM--- ὁ
ἐπιλοίπων A1B-GPM--- ἐπίλοιπος
Ιουδα N---GSM--- Ιουδα
τῶν RA--GPM--- ὁ
παροικούντων V2--PAPGPM οἰκέω παρα
ἐν P--------- ἐν
γῇ N1--DSF--- γῆ
Αἰγύπτῳ N2--DSF--- Αἴγυπτος
τοῦ RA--GSN--- ὁ
ἐπιστρέψαι VA--AAN--- στρέφω ἐπι
εἰς P--------- εἰς
γῆν N1--ASF--- γῆ
Ιουδα N---GSM--- Ιουδα
ἐφ' P--------- ἐπί
ἣν RR--ASF--- ὅς
αὐτοὶ RD--NPM--- αὐτός
ἐλπίζουσιν V1--PAI3P- ἐλπίζω
ταῖς RA--DPF--- ὁ
ψυχαῖς N1--DPF--- ψυχή
αὐτῶν RD--GPM--- αὐτός
τοῦ RA--GSN--- ὁ
ἐπιστρέψαι VA--AAN--- στρέφω ἐπι
ἐκεῖ D--------- ἐκεῖ
οὐ D--------- οὐ
μὴ D--------- μή
ἐπιστρέψωσιν VA--AAS3P- στρέφω ἐπι
ἀλλ' C--------- ἀλλά
ἢ C--------- ἤ
ἀνασεσῳσμένοι VT--XMPNPM σώζω ἀνα

Jer 51:15
καὶ C--------- καί
ἀπεκρίθησαν VCI-API3P- κρίνω ἀπο
τῷ RA--DSM--- ὁ
Ιερεμια N1T-DSM--- Ἰερεμίας
πάντες A3--NPM--- πᾶς
οἱ RA--NPM--- ὁ
ἄνδρες N3--NPM--- ἀνήρ
οἱ RA--NPM--- ὁ
γνόντες VZ--AAPNPM γιγνώσκω
ὅτι C--------- ὅτι
θυμιῶσιν V3--PAI3P- θυμιάω
αἱ RA--NPF--- ὁ
γυναῖκες N3K-NPF--- γυνή
αὐτῶν RD--GPM--- αὐτός
θεοῖς N2--DPM--- θεός
ἑτέροις A1A-DPM--- ἕτερος
καὶ C--------- καί
πᾶσαι A1S-NPF--- πᾶς
αἱ RA--NPF--- ὁ
γυναῖκες N3K-NPF--- γυνή
συναγωγὴ N1--NSF--- συναγωγή
μεγάλη A1--NSF--- μέγας
καὶ C--------- καί
πᾶς A3--NSM--- πᾶς
ὁ RA--NSM--- ὁ
λαὸς N2--NSM--- λαός
οἱ RA--NPM--- ὁ
καθήμενοι V5--PMPNPM ἧμαι κατα
ἐν P--------- ἐν
γῇ N1--DSF--- γῆ
Αἰγύπτῳ N2--DSF--- Αἴγυπτος
ἐν P--------- ἐν
Παθουρη N---DSM--- Παθουρης
λέγοντες V1--PAPNPM λέγω

Jer 51:16
ὁ RA--NSM--- ὁ
λόγος N2--NSM--- λόγος
ὃν RR--ASM--- ὅς
ἐλάλησας VAI-AAI2S- λαλέω
πρὸς P--------- πρός
ἡμᾶς RP--AP---- ἐγώ
τῷ RA--DSN--- ὁ
ὀνόματι N3M-DSN--- ὄνομα
κυρίου N2--GSM--- κύριος
οὐκ D--------- οὐ
ἀκούσομέν VF--FAI1P- ἀκούω
σου RP--GS---- σύ

Jer 51:17
ὅτι C--------- ὅτι
ποιοῦντες V2--PAPNPM ποιέω
ποιήσομεν VF--FAI1P- ποιέω
πάντα A3--ASM--- πᾶς
τὸν RA--ASM--- ὁ
λόγον N2--ASM--- λόγος
ὃς RR--NSM--- ὅς
ἐξελεύσεται VF--FMI3S- ἔρχομαι ἐκ
ἐκ P--------- ἐκ
τοῦ RA--GSN--- ὁ
στόματος N3M-GSN--- στόμα
ἡμῶν RP--GP---- ἐγώ
θυμιᾶν V3--PAN--- θυμιάω
τῇ RA--DSF--- ὁ
βασιλίσσῃ N1S-DSF--- βασίλισσα
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
καὶ C--------- καί
σπένδειν V1--PAN--- σπένδω
αὐτῇ RD--DSF--- αὐτός
σπονδάς N1--APF--- σπονδή
καθὰ D--------- καθά
ἐποιήσαμεν VAI-AAI1P- ποιέω
ἡμεῖς RP--NP---- ἐγώ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
πατέρες N3--NPM--- πατήρ
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
βασιλεῖς N3V-NPM--- βασιλεύς
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
ἄρχοντες N3--NPM--- ἄρχων
ἡμῶν RP--GP---- ἐγώ
ἐν P--------- ἐν
πόλεσιν N3I-DPF--- πόλις
Ιουδα N---GSM--- Ιουδα
καὶ C--------- καί
ἔξωθεν D--------- ἔξωθεν
Ιερουσαλημ N---GSF--- Ἰερουσαλήμ
καὶ C--------- καί
ἐπλήσθημεν VSI-API1P- πίμπλημι
ἄρτων N2--GPM--- ἄρτος
καὶ C--------- καί
ἐγενόμεθα VBI-AMI1P- γίγνομαι
χρηστοὶ A1--NPM--- χρηστός
καὶ C--------- καί
κακὰ A1--APN--- κακός
οὐκ D--------- οὐ
εἴδομεν VBI-AAI1P- ὁράω

Jer 51:18
καὶ C--------- καί
ὡς C--------- ὡς
διελίπομεν VBI-AAI1P- λείπω δια
θυμιῶντες V3--PAPNPM θυμιάω
τῇ RA--DSF--- ὁ
βασιλίσσῃ N1S-DSF--- βασίλισσα
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
ἠλαττώθημεν VCI-API1P- ἀλάσσω
πάντες A3--NPM--- πᾶς
καὶ C--------- καί
ἐν P--------- ἐν
ῥομφαίᾳ N1A-DSF--- ῥομφαία
καὶ C--------- καί
ἐν P--------- ἐν
λιμῷ N2--DSM--- λιμός
ἐξελίπομεν VBI-AAI1P- λείπω ἐκ

Jer 51:19
καὶ C--------- καί
ὅτι C--------- ὅτι
ἡμεῖς RP--NP---- ἐγώ
θυμιῶμεν V3--PAI1P- θυμιάω
τῇ RA--DSF--- ὁ
βασιλίσσῃ N1S-DSF--- βασίλισσα
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
καὶ C--------- καί
ἐσπείσαμεν VAI-AAI1P- σπένδω
αὐτῇ RD--DSF--- αὐτός
σπονδάς N1--APF--- σπονδή
μὴ D--------- μή
ἄνευ P--------- ἄνευ
τῶν RA--GPM--- ὁ
ἀνδρῶν N3--GPM--- ἀνήρ
ἡμῶν RP--GP---- ἐγώ
ἐποιήσαμεν VAI-AAI1P- ποιέω
αὐτῇ RD--DSF--- αὐτός
χαυῶνας N3W-APM--- χαυών
καὶ C--------- καί
ἐσπείσαμεν VAI-AAI1P- σπένδω
σπονδὰς N1--APF--- σπονδή
αὐτῇ RD--DSF--- αὐτός

Jer 51:20
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
Ιερεμιας N1T-NSM--- Ἰερεμίας
παντὶ A3--DSM--- πᾶς
τῷ RA--DSM--- ὁ
λαῷ N2--DSM--- λαός
τοῖς RA--DPM--- ὁ
δυνατοῖς A1--DPM--- δυνατός
καὶ C--------- καί
ταῖς RA--DPF--- ὁ
γυναιξὶν N3K-DPF--- γυνή
καὶ C--------- καί
παντὶ A3--DSM--- πᾶς
τῷ RA--DSM--- ὁ
λαῷ N2--DSM--- λαός
τοῖς RA--DPM--- ὁ
ἀποκριθεῖσιν VC--APPDPM κρίνω ἀπο
αὐτῷ RD--DSM--- αὐτός
λόγους N2--APM--- λόγος
λέγων V1--PAPNSM λέγω

Jer 51:21
οὐχὶ D--------- οὐ
τοῦ RA--GSN--- ὁ
θυμιάματος N3M-GSN--- θυμίαμα
οὗ RR--GSM--- ὅς
ἐθυμιάσατε VAI-AAI2P- θυμιάω
ἐν P--------- ἐν
ταῖς RA--DPF--- ὁ
πόλεσιν N3I-DPF--- πόλις
Ιουδα N---GSM--- Ιουδα
καὶ C--------- καί
ἔξωθεν D--------- ἔξωθεν
Ιερουσαλημ N---GSF--- Ἰερουσαλήμ
ὑμεῖς RP--NP---- σύ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
πατέρες N3--NPM--- πατήρ
ὑμῶν RP--GP---- σύ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
βασιλεῖς N3V-NPM--- βασιλεύς
ὑμῶν RP--GP---- σύ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
