Tob 1:1
αἰῶνος N3W-GSM--- αἰών

Tob 13:13
φῶς N3T-ASN--- φῶς
λαμπρὸν A1A-ASM--- λαμπρός
λάμψει VF--FAI3S- λάμπω
εἰς P--------- εἰς
πάντα A3--APN--- πᾶς
τὰ RA--APN--- ὁ
πέρατα N3T-APN--- πέρας
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
ἔθνη N3E-APN--- ἔθνος
πολλὰ A1--APN--- πολύς
μακρόθεν D--------- μακρόθεν
ἥξει VF--FAI3S- ἥκω
σοι RP--DS---- σύ
καὶ C--------- καί
κάτοικοι N2--NPM--- κάτοικος
πάντων A3--GPM--- πᾶς
τῶν RA--GPM--- ὁ
ἐσχάτων A1--GPM--- ἔσχατος
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
πρὸς P--------- πρός
τὸ RA--ASN--- ὁ
ὄνομα N3M-ASN--- ὄνομα
τὸ RA--ASN--- ὁ
ἅγιόν A1A-ASM--- ἅγιος
σου RP--GS---- σύ
καὶ C--------- καί
τὰ RA--APN--- ὁ
δῶρα N2N-APN--- δῶρον
αὐτῶν RD--GPM--- αὐτός
ἐν P--------- ἐν
ταῖς RA--DPF--- ὁ
χερσὶν N3--DPF--- χείρ
αὐτῶν RD--GPM--- αὐτός
ἔχοντες V1--PAPNPM ἔχω
τῷ RA--DSM--- ὁ
βασιλεῖ N3V-DSM--- βασιλεύς
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
γενεαὶ N1A-NPF--- γενεά
γενεῶν N1A-GPF--- γενεά
δώσουσιν VF--FAI3P- δίδωμι
ἐν P--------- ἐν
σοὶ RP--DS---- σύ
ἀγαλλίαμα N3M-ASN--- ἀγαλλίαμα
καὶ C--------- καί
ὄνομα N3M-ASN--- ὄνομα
τῆς RA--GSF--- ὁ
ἐκλεκτῆς A1--GSF--- ἐκλεκτός
εἰς P--------- εἰς
τὰς RA--APF--- ὁ
γενεὰς N1A-APF--- γενεά
τοῦ RA--GSM--- ὁ
αἰῶνος N3W-GSM--- αἰών

Tob 13:14
ἐπικατάρατοι A1B-NPM--- ἐπικατάρατος
πάντες A3--NPM--- πᾶς
οἳ RR--NPM--- ὅς
ἐροῦσιν VF2-FAI3P- εἶπον
λόγον N2--ASM--- λόγος
σκληρόν A1A-ASM--- σκληρός
ἐπικατάρατοι A1B-NPM--- ἐπικατάρατος
ἔσονται VF--FMI3P- εἰμί
πάντες A3--NPM--- πᾶς
οἱ RA--NPM--- ὁ
καθαιροῦντές V2--PAPNPM αἱρέω κατα
σε RP--AS---- σύ
καὶ C--------- καί
κατασπῶντες V3--PAPNPM σπάω κατα
τὰ RA--APN--- ὁ
τείχη N3E-APN--- τεῖχος
σου RP--GS---- σύ
καὶ C--------- καί
πάντες A3--NPM--- πᾶς
οἱ RA--NPM--- ὁ
ἀνατρέποντες V1--PAPNPM τρέπω ἀνα
τοὺς RA--APM--- ὁ
πύργους N2--APM--- πύργος
σου RP--GS---- σύ
καὶ C--------- καί
ἐμπυρίζοντες V1--PAPNPM πυρίζω ἐν
τὰς RA--APF--- ὁ
οἰκήσεις N3I-APF--- οἴκησις
σου RP--GS---- σύ
καὶ C--------- καί
εὐλογητοὶ A1--NPM--- εὐλογητός
ἔσονται VF--FMI3P- εἰμί
πάντες A3--NPM--- πᾶς
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών
οἱ RA--NPM--- ὁ
φοβούμενοί V2--PMPNPM φοβέω
σε RP--AS---- σύ

Tob 13:15
τότε D--------- τότε
πορεύθητι VC--APD2S- πορεύομαι
καὶ C--------- καί
ἀγαλλίασαι VA--AMD2S- ἀγαλλιάομαι
πρὸς P--------- πρός
τοὺς RA--APM--- ὁ
υἱοὺς N2--APM--- υἱός
τῶν RA--GPM--- ὁ
δικαίων A1A-GPM--- δίκαιος
ὅτι C--------- ὅτι
πάντες A3--NPM--- πᾶς
ἐπισυναχθήσονται VQ--FPI3P- ἄγω ἐπι συν
καὶ C--------- καί
εὐλογήσουσιν VF--FAI3P- εὐλογέω
τὸν RA--ASM--- ὁ
κύριον N2--ASM--- κύριος
τοῦ RA--GSM--- ὁ
αἰῶνος N3W-GSM--- αἰών
μακάριοι A1A-NPM--- μακάριος
οἱ RA--NPM--- ὁ
ἀγαπῶντές V3--PAPNPM ἀγαπάω
σε RP--AS---- σύ
καὶ C--------- καί
μακάριοι A1A-NPM--- μακάριος
οἳ RR--NPM--- ὅς
χαρήσονται VD--FPI3P- χαίρω
ἐπὶ P--------- ἐπί
τῇ RA--DSF--- ὁ
εἰρήνῃ N1--DSF--- εἰρήνη
σου RP--GS---- σύ

Tob 13:16
καὶ C--------- καί
μακάριοι A1A-NPM--- μακάριος
πάντες A3--NPM--- πᾶς
οἱ RA--NPM--- ὁ
ἄνθρωποι N2--NPM--- ἄνθρωπος
οἳ RR--NPM--- ὅς
ἐπὶ P--------- ἐπί
σοὶ RP--DS---- σύ
λυπηθήσονται VC--FPI3P- λυπέω
ἐπὶ P--------- ἐπί
πάσαις A1S-DPF--- πᾶς
ταῖς RA--DPF--- ὁ
μάστιξίν N3G-DPF--- μάστιξ
σου RP--GS---- σύ
ὅτι C--------- ὅτι
ἐν P--------- ἐν
σοὶ RP--DS---- σύ
χαρήσονται VD--FPI3P- χαίρω
καὶ C--------- καί
ὄψονται VF--FMI3P- ὁράω
πᾶσαν A1S-ASF--- πᾶς
τὴν RA--ASF--- ὁ
χαράν N1A-ASF--- χαρά
σου RP--GS---- σύ
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών
ἡ RA--NSF--- ὁ
ψυχή N1--NSF--- ψυχή
μου RP--GS---- ἐγώ
εὐλόγει V2--PAD2S- εὐλογέω
τὸν RA--ASM--- ὁ
κύριον N2--ASM--- κύριος
τὸν RA--ASM--- ὁ
βασιλέα N3V-ASM--- βασιλεύς
τὸν RA--ASM--- ὁ
μέγαν A1P-ASM--- μέγας

Tob 13:17
ὅτι C--------- ὅτι
Ιερουσαλημ N---NSF--- Ἰερουσαλήμ
οἰκοδομηθήσεται VC--FPI3S- οἰκοδομέω
τῇ RA--DSF--- ὁ
πόλει N3I-DSF--- πόλις
οἶκος N2--NSM--- οἶκος
αὐτοῦ RD--GSM--- αὐτός
εἰς P--------- εἰς
πάντας A3--APM--- πᾶς
τοὺς RA--APM--- ὁ
αἰῶνας N3W-APM--- αἰών
μακάριος A1A-NSM--- μακάριος
ἔσομαι VF--FMI1S- εἰμί
ἂν X--------- ἄν
γένηται VB--AMS3S- γίγνομαι
τὸ RA--ASN--- ὁ
κατάλειμμα N3M-ASN--- καταλείμμα
τοῦ RA--GSN--- ὁ
σπέρματός N3M-GSN--- σπέρμα
μου RP--GS---- ἐγώ
ἰδεῖν VB--AAN--- ὁράω
τὴν RA--ASF--- ὁ
δόξαν N1S-ASF--- δόξα
σου RP--GS---- σύ
καὶ C--------- καί
ἐξομολογήσασθαι VA--AMN--- ὁμολογέω ἐκ
τῷ RA--DSM--- ὁ
βασιλεῖ N3V-DSM--- βασιλεύς
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
καὶ C--------- καί
αἱ RA--NPF--- ὁ
θύραι N1A-NPF--- θύρα
Ιερουσαλημ N---GSF--- Ἰερουσαλήμ
σαπφείρῳ N2--DSF--- σάπφειρος
καὶ C--------- καί
σμαράγδῳ N2--DSF--- σμάραγδος
οἰκοδομηθήσονται VC--FPI3P- οἰκοδομέω
καὶ C--------- καί
λίθῳ N2--DSM--- λίθος
τιμίῳ A1A-DSM--- τίμιος
πάντα A3--NPN--- πᾶς
τὰ RA--NPN--- ὁ
τείχη N3E-NPN--- τεῖχος
σου RP--GS---- σύ
οἱ RA--NPM--- ὁ
πύργοι N2--NPM--- πύργος
Ιερουσαλημ N---GSF--- Ἰερουσαλήμ
χρυσίῳ N2N-DSN--- χρυσίον
οἰκοδομηθήσονται VC--FPI3P- οἰκοδομέω
καὶ C--------- καί
οἱ RA--NPM--- ὁ
προμαχῶνες N3W-NPM--- προμαχών
αὐτῶν RD--GPM--- αὐτός
χρυσίῳ N2N-DSN--- χρυσίον
καθαρῷ A1A-DSN--- καθαρός
αἱ RA--NPF--- ὁ
πλατεῖαι N1A-NPF--- πλατεῖα
Ιερουσαλημ N---GSF--- Ἰερουσαλήμ
ἄνθρακι N3K-DSM--- ἄνθραξ
ψηφολογηθήσονται VC--FPI3P- ψηφολογέω
καὶ D--------- καί
λίθῳ N2--DSM--- λίθος
Σουφιρ N---GS---- Σουφιρ

Tob 13:18
καὶ C--------- καί
αἱ RA--NPF--- ὁ
θύραι N1A-NPF--- θύρα
Ιερουσαλημ N---GSF--- Ἰερουσαλήμ
ᾠδὰς N1--APF--- ᾠδή
ἀγαλλιάματος N3M-GSN--- ἀγαλλίαμα
ἐροῦσιν VF2-FAI3P- εἶπον
καὶ C--------- καί
πᾶσαι A1S-NPF--- πᾶς
αἱ RA--NPF--- ὁ
οἰκίαι N1A-NPF--- οἰκία
αὐτῆς RD--GSF--- αὐτός
ἐροῦσιν VF2-FAI3P- εἶπον
αλληλουια I--------- αλληλουια
εὐλογητὸς A1--NSM--- εὐλογητός
ὁ RA--NSM--- ὁ
θεὸς N2--NSM--- θεός
τοῦ RA--GSM--- ὁ
Ισραηλ N---GSM--- Ἰσραήλ
καὶ C--------- καί
εὐλογητοὶ A1--NPM--- εὐλογητός
εὐλογήσουσιν VF--FAI3P- εὐλογέω
τὸ RA--ASN--- ὁ
ὄνομα N3M-ASN--- ὄνομα
τὸ RA--ASN--- ὁ
ἅγιον A1A-ASM--- ἅγιος
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών
καὶ C--------- καί
ἔτι D--------- ἔτι

Tob 14:1
καὶ C--------- καί
συνετελέσθησαν VSI-API3P- τελέω συν
οἱ RA--NPM--- ὁ
λόγοι N2--NPM--- λόγος
τῆς RA--GSF--- ὁ
ἐξομολογήσεως N3I-GSF--- ἐξομολόγησις
Τωβιθ N---GSM--- Τωβιθ

Tob 14:2
καὶ C--------- καί
ἀπέθανεν VBI-AAI3S- θνήσκω ἀπο
ἐν P--------- ἐν
εἰρήνῃ N1--DSF--- εἰρήνη
ἐτῶν N3E-GPN--- ἔτος
ἑκατὸν M--------- ἑκατόν
δώδεκα M--------- δώδεκα
καὶ C--------- καί
ἐτάφη VDI-API3S- θάπτω
ἐνδόξως D--------- ἐνδόξως
ἐν P--------- ἐν
Νινευη N---DSF--- Νινευη
καὶ C--------- καί
ἑξήκοντα M--------- ἑξήκοντα
δύο M--------- δύο
ἐτῶν N3E-GPN--- ἔτος
ἦν V9--IAI3S- εἰμί
ὅτε D--------- ὅτε
ἐγένετο VBI-AMI3S- γίγνομαι
ἀνάπειρος N2--NSM--- ἀνάπειρος
τοῖς RA--DPM--- ὁ
ὀφθαλμοῖς N2--DPM--- ὀφθαλμός
καὶ C--------- καί
μετὰ P--------- μετά
τὸ RA--ASN--- ὁ
ἀναβλέψαι VA--AAN--- βλέπω ἀνα
αὐτὸν RD--ASM--- αὐτός
ἔζησεν VAI-AAI3S- ζάω
ἐν P--------- ἐν
ἀγαθοῖς A1--DPM--- ἀγαθός
καὶ C--------- καί
ἐλεημοσύνας N1--APF--- ἐλεημοσύνη
ἐποίησεν VAI-AAI3S- ποιέω
καὶ C--------- καί
ἔτι D--------- ἔτι
προσέθετο VEI-AMI3S- τίθημι προς
εὐλογεῖν V2--PAN--- εὐλογέω
τὸν RA--ASM--- ὁ
θεὸν N2--ASM--- θεός
καὶ C--------- καί
ἐξομολογεῖσθαι V2--PMN--- ὁμολογέω ἐκ
τὴν RA--ASF--- ὁ
μεγαλωσύνην N1--ASF--- μεγαλωσύνη
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός

Tob 14:3
καὶ C--------- καί
ὅτε D--------- ὅτε
ἀπέθνῃσκεν V1I-IAI3S- θνήσκω ἀπο
ἐκάλεσεν VAI-AAI3S- καλέω
Τωβιαν N1T-ASM--- Τωβιας
τὸν RA--ASM--- ὁ
υἱὸν N2--ASM--- υἱός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἐνετείλατο VAI-AMI3S- τέλλομαι ἐν
αὐτῷ RD--DSM--- αὐτός
λέγων V1--PAPNSM λέγω
παιδίον N2N-VSN--- παιδίον
ἀπάγαγε VB--AAD2S- ἄγω ἀπο
τὰ RA--APN--- ὁ
παιδία N2N-APN--- παιδίον
σου RP--GS---- σύ

Tob 14:4
καὶ C--------- καί
ἀπότρεχε V1--PAD2S- τρέχω ἀπο
εἰς P--------- εἰς
Μηδίαν N1A-ASF--- Μηδία
ὅτι C--------- ὅτι
πιστεύω V1--PAI1S- πιστεύω
ἐγὼ RP--NS---- ἐγώ
τῷ RA--DSN--- ὁ
ῥήματι N3M-DSN--- ῥῆμα
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
ἐπὶ P--------- ἐπί
Νινευη N---ASF--- Νινευη
ἃ RR--APN--- ὅς
ἐλάλησεν VAI-AAI3S- λαλέω
Ναουμ N---NSM--- Ναουμ
ὅτι C--------- ὅτι
πάντα A3--NPN--- πᾶς
ἔσται VF--FMI3S- εἰμί
καὶ C--------- καί
ἀπαντήσει VF--FAI3S- ἀντάω ἀπο
ἐπὶ P--------- ἐπί
Αθουρ N---ASF--- Αθουρ
καὶ C--------- καί
Νινευη N---ASF--- Νινευη
καὶ C--------- καί
ὅσα A1--APN--- ὅσος
ἐλάλησαν VAI-AAI3P- λαλέω
οἱ RA--NPM--- ὁ
προφῆται N1M-NPM--- προφήτης
τοῦ RA--GSM--- ὁ
Ισραηλ N---GSM--- Ἰσραήλ
οὓς RR--APM--- ὅς
ἀπέστειλεν VAI-AAI3S- στέλλω ἀπο
ὁ RA--NSM--- ὁ
θεός N2--NSM--- θεός
πάντα A3--NPN--- πᾶς
ἀπαντήσει VF--FAI3S- ἀντάω ἀπο
καὶ C--------- καί
οὐ D--------- οὐ
μηθὲν A3--NSN--- μηδείς
ἐλαττονωθῇ VC--APS3S- ἐλαττονόω
ἐκ P--------- ἐκ
πάντων A3--GPN--- πᾶς
τῶν RA--GPN--- ὁ
ῥημάτων N3M-GPN--- ῥῆμα
καὶ C--------- καί
πάντα A3--NPN--- πᾶς
συμβήσεται VF--FMI3S- βαίνω συν
τοῖς RA--DPM--- ὁ
καιροῖς N2--DPM--- καιρός
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
Μηδίᾳ N1A-DSF--- Μηδία
ἔσται VF--FMI3S- εἰμί
σωτηρία N1A-NSF--- σωτηρία
μᾶλλον D--------- μᾶλλον
ἤπερ D--------- ἤπερ
ἐν P--------- ἐν
Ἀσσυρίοις N2--DPM--- Ἀσσύριος
καὶ C--------- καί
ἐν P--------- ἐν
Βαβυλῶνι N3W-DSM--- Βαβυλών
διὸ C--------- διό
γινώσκω V1--PAI1S- γιγνώσκω
ἐγὼ RP--NS---- ἐγώ
καὶ C--------- καί
πιστεύω V1--PAI1S- πιστεύω
ὅτι C--------- ὅτι
πάντα A3--NPN--- πᾶς
ἃ RR--APN--- ὅς
εἶπεν VBI-AAI3S- εἶπον
ὁ RA--NSM--- ὁ
θεός N2--NSM--- θεός
συντελεσθήσεται VS--FPI3S- τελέω συν
καὶ C--------- καί
ἔσται VF--FMI3S- εἰμί
καὶ C--------- καί
οὐ D--------- οὐ
μὴ D--------- μή
διαπέσῃ VF--FMI2S- πίπτω δια
ῥῆμα N3M-NSN--- ῥῆμα
ἐκ P--------- ἐκ
τῶν RA--GPM--- ὁ
λόγων N2--GPM--- λόγος
καὶ C--------- καί
οἱ RA--NPM--- ὁ
ἀδελφοὶ N2--NPM--- ἀδελφός
ἡμῶν RP--GP---- ἐγώ
οἱ RA--NPM--- ὁ
κατοικοῦντες V2--PAPNPM οἰκέω κατα
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
γῇ N1--DSF--- γῆ
Ισραηλ N---GSM--- Ἰσραήλ
πάντες A3--NPM--- πᾶς
διασκορπισθήσονται VC--FPI3P- σκορπίζω δια
καὶ C--------- καί
αἰχμαλωτισθήσονται VC--FPI3P- αἰχμαλωτίζω
ἐκ P--------- ἐκ
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
τῆς RA--GSF--- ὁ
ἀγαθῆς A1--GSF--- ἀγαθός
καὶ C--------- καί
ἔσται VF--FMI3S- εἰμί
πᾶσα A1S-NSF--- πᾶς
ἡ RA--NSF--- ὁ
γῆ N1--NSF--- γῆ
τοῦ RA--GSM--- ὁ
Ισραηλ N---GSM--- Ἰσραήλ
ἔρημος A1B-NSF--- ἔρημος
καὶ C--------- καί
Σαμάρεια N1A-NSF--- Σαμαρεία
καὶ C--------- καί
Ιερουσαλημ N---NSF--- Ἰερουσαλήμ
ἔσται VF--FMI3S- εἰμί
ἔρημος A1B-NSF--- ἔρημος
καὶ C--------- καί
ὁ RA--NSM--- ὁ
οἶκος N2--NSM--- οἶκος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
ἐν P--------- ἐν
λύπῃ N1--DSF--- λύπη
καὶ C--------- καί
καυθήσεται VC--FPI3S- καίω
μέχρι P--------- μέχρι
χρόνου N2--GSM--- χρόνος

Tob 14:5
καὶ C--------- καί
πάλιν D--------- πάλιν
ἐλεήσει VF--FAI3S- ἐλεέω
αὐτοὺς RD--APM--- αὐτός
ὁ RA--NSM--- ὁ
θεός N2--NSM--- θεός
καὶ C--------- καί
ἐπιστρέψει VF--FAI3S- στρέφω ἐπι
αὐτοὺς RD--APM--- αὐτός
ὁ RA--NSM--- ὁ
θεὸς N2--NSM--- θεός
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ
τοῦ RA--GSM--- ὁ
Ισραηλ N---GSM--- Ἰσραήλ
καὶ C--------- καί
πάλιν D--------- πάλιν
οἰκοδομήσουσιν VF--FAI3P- οἰκοδομέω
τὸν RA--ASM--- ὁ
οἶκον N2--ASM--- οἶκος
καὶ C--------- καί
οὐχ D--------- οὐ
ὡς C--------- ὡς
τὸν RA--ASM--- ὁ
πρῶτον A1--ASMS-- πρῶτος
ἕως P--------- ἕως
τοῦ RA--GSM--- ὁ
χρόνου N2--GSM--- χρόνος
οὗ RR--GSM--- ὅς
ἂν X--------- ἄν
πληρωθῇ VC--APS3S- πληρόω
ὁ RA--NSM--- ὁ
χρόνος N2--NSM--- χρόνος
τῶν RA--GPM--- ὁ
καιρῶν N2--GPM--- καιρός
καὶ C--------- καί
μετὰ P--------- μετά
ταῦτα RD--NPN--- οὗτος
ἐπιστρέψουσιν VF--FAI3P- στρέφω ἐπι
ἐκ P--------- ἐκ
τῆς RA--GSF--- ὁ
αἰχμαλωσίας N1A-GSF--- αἰχμαλωσία
αὐτῶν RD--GPM--- αὐτός
πάντες A3--NPM--- πᾶς
καὶ C--------- καί
οἰκοδομήσουσιν VF--FAI3P- οἰκοδομέω
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ
ἐντίμως D--------- ἐντίμως
καὶ C--------- καί
ὁ RA--NSM--- ὁ
οἶκος N2--NSM--- οἶκος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
ἐν P--------- ἐν
αὐτῇ RD--DSF--- αὐτός
οἰκοδομηθήσεται VC--FPI3S- οἰκοδομέω
καθὼς D--------- καθώς
ἐλάλησαν VAI-AAI3P- λαλέω
περὶ P--------- περί
αὐτῆς RD--GSF--- αὐτός
οἱ RA--NPM--- ὁ
προφῆται N1M-NPM--- προφήτης
τοῦ RA--GSM--- ὁ
Ισραηλ N---GSM--- Ἰσραήλ

Tob 14:6
καὶ C--------- καί
πάντα A3--NPN--- πᾶς
τὰ RA--NPN--- ὁ
ἔθνη N3E-NPN--- ἔθνος
τὰ RA--NPN--- ὁ
ἐν P--------- ἐν
ὅλῃ A1--DSF--- ὅλος
τῇ RA--DSF--- ὁ
γῇ N1--DSF--- γῆ
πάντες A3--NPM--- πᾶς
ἐπιστρέψουσιν VF--FAI3P- στρέφω ἐπι
καὶ C--------- καί
φοβηθήσονται VC--FPI3P- φοβέω
τὸν RA--ASM--- ὁ
θεὸν N2--ASM--- θεός
ἀληθινῶς D--------- ἀληθινῶς
καὶ C--------- καί
ἀφήσουσιν VF--FAI3P- ἵημι ἀπο
πάντες A3--APN--- πᾶς
τὰ RA--APN--- ὁ
εἴδωλα N2N-APN--- εἴδωλον
αὐτῶν RD--GPM--- αὐτός
τοὺς RA--APM--- ὁ
πλανῶντας V3--PAPAPM πλανάω
ψευδῆ A3H-APN--- ψευδής
τὴν RA--ASF--- ὁ
πλάνησιν N3I-ASF--- πλάνησις
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
εὐλογήσουσιν VF--FAI3P- εὐλογέω
τὸν RA--ASM--- ὁ
θεὸν N2--ASM--- θεός
τοῦ RA--GSM--- ὁ
αἰῶνος N3W-GSM--- αἰών
ἐν P--------- ἐν
δικαιοσύνῃ N1--DSF--- δικαιοσύνη

Tob 14:7
πάντες A3--NPM--- πᾶς
οἱ RA--NPM--- ὁ
υἱοὶ N2--NPM--- υἱός
τοῦ RA--GSM--- ὁ
Ισραηλ N---GSM--- Ἰσραήλ
οἱ RA--NPM--- ὁ
σῳζόμενοι V1--PMPNPM σώζω
ἐν P--------- ἐν
ταῖς RA--DPF--- ὁ
ἡμέραις N1A-DPF--- ἡμέρα
ἐκείναις RD--DPF--- ἐκεῖνος
μνημονεύοντες V1--PAPNPM μνημονεύω
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
ἐν P--------- ἐν
ἀληθείᾳ N1A-DSF--- ἀλήθεια
ἐπισυναχθήσονται VQ--FPI3P- ἄγω ἐπι συν
καὶ C--------- καί
ἥξουσιν VF--FAI3P- ἥκω
εἰς P--------- εἰς
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ
καὶ C--------- καί
οἰκήσουσιν VF--FAI3P- οἰκέω
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
γῇ N1--DSF--- γῆ
Αβρααμ N---GSM--- Ἀβραάμ
μετὰ P--------- μετά
ἀσφαλείας N1A-GSF--- ἀσφάλεια
καὶ C--------- καί
παραδοθήσεται VC--FPI3S- δίδωμι παρα
αὐτοῖς RD--DPM--- αὐτός
καὶ C--------- καί
χαρήσονται VD--FPI3P- χαίρω
οἱ RA--NPM--- ὁ
ἀγαπῶντες V3--PAPNPM ἀγαπάω
τὸν RA--ASM--- ὁ
θεὸν N2--ASM--- θεός
ἐπ' P--------- ἐπί
ἀληθείας N1A-GSF--- ἀλήθεια
καὶ C--------- καί
οἱ RA--NPM--- ὁ
ποιοῦντες V2--PAPNPM ποιέω
τὴν RA--ASF--- ὁ
ἁμαρτίαν N1A-ASF--- ἁμαρτία
καὶ C--------- καί
τὴν RA--ASF--- ὁ
ἀδικίαν N1A-ASF--- ἀδικία
ἐκλείψουσιν VF--FAI3P- λείπω ἐκ
ἀπὸ P--------- ἀπό
πάσης A1S-GSF--- πᾶς
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ

Tob 14:8-9
καὶ C--------- καί
νῦν D--------- νῦν
παιδία N1A-VPN--- παιδίον
ἐγὼ RP--NS---- ἐγώ
ὑμῖν RP--DP---- σύ
ἐντέλλομαι V1--PMI1S- τέλλομαι ἐν
δουλεύσατε VA--AAD2P- δουλεύω
τῷ RA--DSM--- ὁ
θεῷ N2--DSM--- θεός
ἐν P--------- ἐν
ἀληθείᾳ N1A-DSF--- ἀλήθεια
καὶ C--------- καί
ποιήσατε VA--AAD2P- ποιέω
τὸ RA--ASN--- ὁ
ἀρεστὸν A1--ASN--- ἀρεστός
ἐνώπιον P--------- ἐνώπιον
