Tob 1:1
ἀγαλλιάσεται VF--FMI3S- ἀγαλλιάομαι
τὴν RA--ASF--- ὁ
μεγαλωσύνην N1--ASF--- μεγαλωσύνη
αὐτοῦ RD--GSM--- αὐτός

Tob 13:10
λεγέτωσαν V1--PAD3P- λέγω
πάντες A3--NPM--- πᾶς
καὶ C--------- καί
ἐξομολογείσθωσαν V2--PMD3P- ὁμολογέω ἐκ
αὐτῷ RD--DSM--- αὐτός
ἐν P--------- ἐν
Ιεροσολύμοις N---DS---- Ἰερουσαλήμ
Ιεροσόλυμα N---VSM--- Ἰεροσόλυμα
πόλις N3I-VSF--- πόλις
ἁγία A1A-VSF--- ἅγιος
μαστιγώσει VF--FAI3S- μαστιγόω
ἐπὶ P--------- ἐπί
τὰ RA--APN--- ὁ
ἔργα N2N-APN--- ἔργον
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
σου RP--GS---- σύ
καὶ C--------- καί
πάλιν D--------- πάλιν
ἐλεήσει VF--FAI3S- ἐλεέω
τοὺς RA--APM--- ὁ
υἱοὺς N2--APM--- υἱός
τῶν RA--GPM--- ὁ
δικαίων A1A-GPM--- δίκαιος

Tob 13:11
ἐξομολογοῦ V2--PMD2S- ὁμολογέω ἐκ
τῷ RA--DSM--- ὁ
κυρίῳ N2--DSM--- κύριος
ἀγαθῶς D--------- ἀγαθῶς
καὶ C--------- καί
εὐλόγει V2--PAD2S- εὐλογέω
τὸν RA--ASM--- ὁ
βασιλέα N3V-ASM--- βασιλεύς
τῶν RA--GPM--- ὁ
αἰώνων N3W-GPM--- αἰών
ἵνα C--------- ἵνα
πάλιν D--------- πάλιν
ἡ RA--NSF--- ὁ
σκηνὴ N1--NSF--- σκηνή
αὐτοῦ RD--GSM--- αὐτός
οἰκοδομηθῇ VC--APS3S- οἰκοδομέω
σοι RP--DS---- σύ
μετὰ P--------- μετά
χαρᾶς N1A-GSF--- χαρά

Tob 13:12
καὶ C--------- καί
εὐφράναι VA--AAO3S- εὐφραίνω
ἐν P--------- ἐν
σοὶ RP--DS---- σύ
τοὺς RA--APM--- ὁ
αἰχμαλώτους A1B-APM--- αἰχμάλωτος
καὶ C--------- καί
ἀγαπήσαι VA--AAN--- ἀγαπάω
ἐν P--------- ἐν
σοὶ RP--DS---- σύ
τοὺς RA--APM--- ὁ
ταλαιπώρους A1--APM--- ταλαίπωρος
εἰς P--------- εἰς
πάσας A1S-APF--- πᾶς
τὰς RA--APF--- ὁ
γενεὰς N1A-APF--- γενεά
τοῦ RA--GSM--- ὁ
αἰῶνος N3W-GSM--- αἰών

Tob 13:13
ἔθνη N3E-NPN--- ἔθνος
πολλὰ A1--NPN--- πολύς
μακρόθεν P--------- μακρόθεν
ἥξει VF--FAI3S- ἥκω
πρὸς P--------- πρός
τὸ RA--ASN--- ὁ
ὄνομα N3M-ASN--- ὄνομα
κυρίου N2--GSM--- κύριος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
δῶρα N2N-APN--- δῶρον
ἐν P--------- ἐν
χερσὶν N3--DPF--- χείρ
ἔχοντες V1--PAPNPM ἔχω
καὶ C--------- καί
δῶρα N2N-APN--- δῶρον
τῷ RA--DSM--- ὁ
βασιλεῖ N3V-DSM--- βασιλεύς
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
γενεαὶ N1A-NPF--- γενεά
γενεῶν N1A-GPF--- γενεά
δώσουσίν VF--FAI3P- δίδωμι
σοι RP--DS---- σύ
ἀγαλλίαμα N3M-ASN--- ἀγαλλίαμα

Tob 13:14
ἐπικατάρατοι A1B-NPM--- ἐπικατάρατος
πάντες A3--NPM--- πᾶς
οἱ RA--NPM--- ὁ
μισοῦντές V2--PAPNPM μισέω
σε RP--AS---- σύ
εὐλογημένοι VM--XMPNPM εὐλογέω
ἔσονται VF--FMI3P- εἰμί
πάντες A3--NPM--- πᾶς
οἱ RA--NPM--- ὁ
ἀγαπῶντές V3--PAPNPM ἀγαπάω
σε RP--AS---- σύ
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών

Tob 13:15
χάρηθι VD--APD2S- χαίρω
καὶ C--------- καί
ἀγαλλίασαι VA--AMD2S- ἀγαλλιάομαι
ἐπὶ P--------- ἐπί
τοῖς RA--DPM--- ὁ
υἱοῖς N2--DPM--- υἱός
τῶν RA--GPM--- ὁ
δικαίων A1A-GPM--- δίκαιος
ὅτι C--------- ὅτι
συναχθήσονται VQ--FPI3P- ἄγω συν
καὶ C--------- καί
εὐλογήσουσιν VF--FAI3P- εὐλογέω
τὸν RA--ASM--- ὁ
κύριον N2--ASM--- κύριος
τῶν RA--GPM--- ὁ
δικαίων A1A-GPM--- δίκαιος
ὦ I--------- ὦ
μακάριοι A1A-NPM--- μακάριος
οἱ RA--NPM--- ὁ
ἀγαπῶντές V3--PAPNPM ἀγαπάω
σε RP--AS---- σύ
χαρήσονται VD--FPI3P- χαίρω
ἐπὶ P--------- ἐπί
τῇ RA--DSF--- ὁ
εἰρήνῃ N1--DSF--- εἰρήνη
σου RP--GS---- σύ

Tob 13:16
μακάριοι A1A-NPM--- μακάριος
ὅσοι A1--NPM--- ὅσος
ἐλυπήθησαν VCI-API3P- λυπέω
ἐπὶ P--------- ἐπί
πάσαις A1S-DPF--- πᾶς
ταῖς RA--DPF--- ὁ
μάστιξίν N3G-DPF--- μάστιξ
σου RP--GS---- σύ
ὅτι C--------- ὅτι
ἐπὶ P--------- ἐπί
σοὶ RP--DS---- σύ
χαρήσονται VD--FPI3P- χαίρω
θεασάμενοι VA--AMPNPM θεάομαι
πᾶσαν A1S-ASF--- πᾶς
τὴν RA--ASF--- ὁ
δόξαν N1S-ASF--- δόξα
σου RP--GS---- σύ
καὶ C--------- καί
εὐφρανθήσονται VC--FPI3P- εὐφραίνω
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών
ἡ RA--NSF--- ὁ
ψυχή N1--NSF--- ψυχή
μου RP--GS---- ἐγώ
εὐλογείτω V2--PAD3S- εὐλογέω
τὸν RA--ASM--- ὁ
θεὸν N2--ASM--- θεός
τὸν RA--ASM--- ὁ
βασιλέα N3V-ASM--- βασιλεύς
τὸν RA--ASM--- ὁ
μέγαν A1P-ASM--- μέγας

Tob 13:17
ὅτι C--------- ὅτι
οἰκοδομηθήσεται VC--FPI3S- οἰκοδομέω
Ιερουσαλημ N---NS---- Ἰερουσαλήμ
σαπφείρῳ N2--DSF--- σάπφειρος
καὶ C--------- καί
σμαράγδῳ N2--DSM--- σμάραγδος
καὶ C--------- καί
λίθῳ N2--DSM--- λίθος
ἐντίμῳ A1B-DSM--- ἔντιμος
τὰ RA--APN--- ὁ
τείχη N3E-APN--- τεῖχος
σου RP--GS---- σύ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
πύργοι N2--NPM--- πύργος
καὶ C--------- καί
οἱ RA--NPM--- ὁ
προμαχῶνες N3W-NPM--- προμαχών
ἐν P--------- ἐν
χρυσίῳ N2N-DSN--- χρυσίον
καθαρῷ A1A-DSN--- καθαρός
καὶ C--------- καί
αἱ RA--NPF--- ὁ
πλατεῖαι N1A-NPF--- πλατεῖα
Ιερουσαλημ N---GS---- Ἰερουσαλήμ
βηρύλλῳ N2--DSF--- βήρυλλος
καὶ C--------- καί
ἄνθρακι N3K-DSF--- ἄνθραξ
καὶ C--------- καί
λίθῳ N2--DSM--- λίθος
ἐκ P--------- ἐκ
Σουφιρ N---GS---- Σουφιρ
ψηφολογηθήσονται VC--FPI3P- ψηφολογέω

Tob 13:18
καὶ C--------- καί
ἐροῦσιν VF2-FAI3P- εἶπον
πᾶσαι A1S-NPF--- πᾶς
αἱ RA--NPF--- ὁ
ῥῦμαι N1--NPF--- ῥύμη
αὐτῆς RD--GSF--- αὐτός
αλληλουια I--------- ἀλληλούϊα
καὶ C--------- καί
αἰνέσουσιν VF--FAI3P- αἰνέω
λέγοντες V1--PAPNPM λέγω
εὐλογητὸς A1--NSM--- εὐλογητός
ὁ RA--NSM--- ὁ
θεός N2--NSM--- θεός
ὃς RR--NSM--- ὅς
ὕψωσεν VAI-AAI3S- ὑψόω
πάντας A3--APM--- πᾶς
τοὺς RA--APM--- ὁ
αἰῶνας N3W-APM--- αἰών

Tob 14:1
καὶ C--------- καί
ἐπαύσατο VAI-AMI3S- παύω
ἐξομολογούμενος V2--PMPNSM ὁμολογέω ἐκ
Τωβιτ N---NSM--- Τωβιτ

Tob 14:2
καὶ C--------- καί
ἦν V9--IAI3S- εἰμί
ἐτῶν N3E-GPN--- ἔτος
πεντήκοντα M--------- πεντήκοντα
ὀκτώ M--------- ὀκτώ
ὅτε D--------- ὅτε
ἀπώλεσεν VAI-AAI3S- ὀλλύω ἀπο
τὰς RA--APF--- ὁ
ὄψεις N3I-APF--- ὄψις
καὶ C--------- καί
μετὰ P--------- μετά
ἔτη N3E-APN--- ἔτος
ὀκτὼ M--------- ὀκτώ
ἀνέβλεψεν VAI-AAI3S- βλέπω ἀνα
καὶ C--------- καί
ἐποίει V2I-IAI3S- ποιέω
ἐλεημοσύνας N1--APF--- ἐλεημοσύνη
καὶ C--------- καί
προσέθετο VEI-AMI3S- τίθημι προς
φοβεῖσθαι V2--PMN--- φοβέω
κύριον N2--ASM--- κύριος
τὸν RA--ASM--- ὁ
θεὸν N2--ASM--- θεός
καὶ C--------- καί
ἐξομολογεῖσθαι V2--PMN--- ὁμολογέω ἐκ
αὐτῷ RD--DSM--- αὐτός

Tob 14:3
μεγάλως D--------- μεγάλως
δὲ X--------- δέ
ἐγήρασεν VAI-AAI3S- γηράω
καὶ C--------- καί
ἐκάλεσεν VAI-AAI3S- καλέω
τὸν RA--ASM--- ὁ
υἱὸν N2--ASM--- υἱός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
τοὺς RA--APM--- ὁ
υἱοὺς N2--APM--- υἱός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
τέκνον N2N-VSN--- τέκνον
λαβὲ VB--AAD2S- λαμβάνω
τοὺς RA--APM--- ὁ
υἱούς N2--APM--- υἱός
σου RP--GS---- σύ
ἰδοὺ VB--AMD2S- ὁράω
γεγήρακα VX--XAI1S- γηράσκω
καὶ C--------- καί
πρὸς P--------- πρός
τὸ RA--ASN--- ὁ
ἀποτρέχειν V1--PAN--- τρέχω ἀπο
ἐκ P--------- ἐκ
τοῦ RA--GSN--- ὁ
ζῆν V3--PAN--- ζάω
εἰμι V9--PAI1S- εἰμί

Tob 14:4
ἄπελθε VB--AAD2S- ἔρχομαι ἀπο
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
Μηδίαν N---ASF--- Μηδεία
τέκνον N2N-VSN--- τέκνον
ὅτι C--------- ὅτι
πέπεισμαι VT--XMI1S- πείθω
ὅσα A1--APN--- ὅσος
ἐλάλησεν VAI-AAI3S- λαλέω
Ιωνας N---NSM--- Ἰωνᾶς
ὁ RA--NSM--- ὁ
προφήτης N1M-NSM--- προφήτης
περὶ P--------- περί
Νινευη N---GSF--- Νινευη
ὅτι C--------- ὅτι
καταστραφήσεται VD--FPI3S- στρέφω κατα
ἐν P--------- ἐν
δὲ X--------- δέ
τῇ RA--DSF--- ὁ
Μηδίᾳ N---DSF--- Μηδεία
ἔσται VF--FMI3S- εἰμί
εἰρήνη N1--NSF--- εἰρήνη
μᾶλλον D--------- μᾶλλον
ἕως C--------- ἕως
καιροῦ N2--GSM--- καιρός
καὶ C--------- καί
ὅτι C--------- ὅτι
οἱ RA--NPM--- ὁ
ἀδελφοὶ N2--NPM--- ἀδελφός
ἡμῶν RP--GP---- ἐγώ
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
γῇ N1--DSF--- γῆ
σκορπισθήσονται VC--FPI3P- σκορπίζω
ἀπὸ P--------- ἀπό
τῆς RA--GSF--- ὁ
ἀγαθῆς A1--GSF--- ἀγαθός
γῆς N1--GSF--- γῆ
καὶ C--------- καί
Ιεροσόλυμα N---AS---- Ἰερουσαλήμ
ἔσται VF--FMI3S- εἰμί
ἔρημος N2--NSF--- ἐρῆμος
καὶ C--------- καί
ὁ RA--NSM--- ὁ
οἶκος N2--NSM--- οἶκος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
ἐν P--------- ἐν
αὐτῇ RD--DSF--- αὐτός
κατακαήσεται VF--FAI3S- καίω κατα
καὶ C--------- καί
ἔρημος N2--NSF--- ἐρῆμος
ἔσται VF--FMI3S- εἰμί
μέχρι P--------- μέχρι
χρόνου N2--GSM--- χρόνος

Tob 14:5
καὶ C--------- καί
πάλιν D--------- πάλιν
ἐλεήσει VF--FAI3S- ἐλεέω
αὐτοὺς RD--APM--- αὐτός
ὁ RA--NSM--- ὁ
θεὸς N2--NSM--- θεός
καὶ C--------- καί
ἐπιστρέψει VF--FAI3S- στρέφω ἐπι
αὐτοὺς RD--APM--- αὐτός
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ
καὶ C--------- καί
οἰκοδομήσουσιν VF--FAI3P- οἰκοδομέω
τὸν RA--ASM--- ὁ
οἶκον N2--ASM--- οἶκος
οὐχ D--------- οὐ
οἷος A1A-NSM--- οἷος
ὁ RA--NSM--- ὁ
πρότερος A1A-NSM--- πρότερος
ἕως C--------- ἕως
πληρωθῶσιν VC--APS3P- πληρόω
καιροὶ N2--NPM--- καιρός
τοῦ RA--GSM--- ὁ
αἰῶνος N3W-GSM--- αἰών
καὶ C--------- καί
μετὰ P--------- μετά
ταῦτα RD--APN--- οὗτος
ἐπιστρέψουσιν VF--FAI3P- στρέφω ἐπι
ἐκ P--------- ἐκ
τῶν RA--GPF--- ὁ
αἰχμαλωσιῶν N1A-GPF--- αἰχμαλωσία
καὶ C--------- καί
οἰκοδομήσουσιν VF--FAI3P- οἰκοδομέω
Ιερουσαλημ N---NS---- Ἰερουσαλήμ
ἐντίμως D--------- ἐντίμως
καὶ C--------- καί
ὁ RA--NSM--- ὁ
οἶκος N2--NSM--- οἶκος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
ἐν P--------- ἐν
αὐτῇ RD--DSF--- αὐτός
οἰκοδομηθήσεται VC--FPI3S- οἰκοδομέω
εἰς P--------- εἰς
πάσας A1S-APF--- πᾶς
τὰς RA--APF--- ὁ
γενεὰς N1A-APF--- γενεά
τοῦ RA--GSM--- ὁ
αἰῶνος N3W-GSM--- αἰών
οἰκοδομῇ N1--DSF--- οἰκοδομή
ἐνδόξῳ A1B-DSF--- ἔνδοξος
καθὼς D--------- καθώς
ἐλάλησαν VAI-AAI3P- λαλέω
περὶ P--------- περί
αὐτῆς RD--GSF--- αὐτός
οἱ RA--NPM--- ὁ
προφῆται N1M-NPM--- προφήτης

Tob 14:6
καὶ C--------- καί
πάντα A3--APN--- πᾶς
τὰ RA--APN--- ὁ
ἔθνη N3E-APN--- ἔθνος
ἐπιστρέψουσιν VF--FAI3P- στρέφω ἐπι
ἀληθινῶς D--------- ἀληθινῶς
φοβεῖσθαι V2--PMN--- φοβέω
κύριον N2--ASM--- κύριος
τὸν RA--ASM--- ὁ
θεὸν N2--ASM--- θεός
καὶ C--------- καί
κατορύξουσιν VF--FAI3P- ὀρύσσω κατα
τὰ RA--APN--- ὁ
εἴδωλα N2N-APN--- εἴδωλον
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
εὐλογήσουσιν VF--FAI3P- εὐλογέω
πάντα A3--APN--- πᾶς
τὰ RA--APN--- ὁ
ἔθνη N3E-APN--- ἔθνος
τὸν RA--ASM--- ὁ
κύριον N2--ASM--- κύριος

Tob 14:7
καὶ C--------- καί
ὁ RA--NSM--- ὁ
λαὸς N2--NSM--- λαός
αὐτοῦ RD--GSM--- αὐτός
ἐξομολογήσεται VF--FMI3S- ὁμολογέω ἐκ
τῷ RA--DSM--- ὁ
θεῷ N2--DSM--- θεός
καὶ C--------- καί
ὑψώσει VF--FAI3S- ὑψόω
κύριος N2--NSM--- κύριος
τὸν RA--ASM--- ὁ
λαὸν N2--ASM--- λαός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
χαρήσονται VD--FPI3P- χαίρω
πάντες A3--NPM--- πᾶς
οἱ RA--NPM--- ὁ
ἀγαπῶντες V3--PAPNPM ἀγαπάω
κύριον N2--ASM--- κύριος
τὸν RA--ASM--- ὁ
θεὸν N2--ASM--- θεός
ἐν P--------- ἐν
ἀληθείᾳ N1A-DSF--- ἀλήθεια
καὶ C--------- καί
δικαιοσύνῃ N1--DSF--- δικαιοσύνη
ποιοῦντες V2--PAPNPM ποιέω
ἔλεος N3E-ASN--- ἔλεος
τοῖς RA--DPM--- ὁ
ἀδελφοῖς N2--DPM--- ἀδελφός
ἡμῶν RP--GP---- ἐγώ

Tob 14:8
καὶ C--------- καί
νῦν D--------- νῦν
τέκνον N2N-VSN--- τέκνον
ἄπελθε VB--AAD2S- ἔρχομαι ἀπο
ἀπὸ P--------- ἀπό
Νινευη N---GSF--- Νινευη
ὅτι C--------- ὅτι
πάντως D--------- πάντως
ἔσται VF--FMI3S- εἰμί
ἃ RR--APN--- ὅς
ἐλάλησεν VAI-AAI3S- λαλέω
ὁ RA--NSM--- ὁ
προφήτης N1M-NSM--- προφήτης
Ιωνας N---NSM--- Ἰωνᾶς

Tob 14:9
σὺ RP--NS---- σύ
δὲ X--------- δέ
τήρησον VA--AAD2S- τηρέω
τὸν RA--ASM--- ὁ
νόμον N2--ASM--- νόμος
καὶ C--------- καί
τὰ RA--APN--- ὁ
προστάγματα N3M-APN--- πρόσταγμα
καὶ C--------- καί
γίνου V1--PMD2S- γίγνομαι
φιλελεήμων A3--NSM--- φιλελεήμων
καὶ C--------- καί
δίκαιος A1A-NSM--- δίκαιος
ἵνα C--------- ἵνα
σοι RP--DS---- σύ
καλῶς D--------- καλῶς
ᾖ V9--PAS3S- εἰμί
καὶ C--------- καί
θάψον VA--AAD2S- θάπτω
με RP--AS---- ἐγώ
καλῶς D--------- καλῶς
καὶ C--------- καί
τὴν RA--ASF--- ὁ
μητέρα N3--ASF--- μήτηρ
σου RP--GS---- σύ
μετ' P--------- μετά
ἐμοῦ RP--GS---- ἐγώ
καὶ C--------- καί
μηκέτι D--------- μηκέτι
αὐλισθῆτε VS--APS2P- αὐλίζω
εἰς P--------- εἰς
Νινευη N---ASF--- Νινευη

Tob 14:10
τέκνον N2N-VSN--- τέκνον
ἰδὲ VB--AAD2S- ὁράω
τί RI--ASN--- τίς
ἐποίησεν VAI-AAI3S- ποιέω
Αμαν N---NSM--- Ἁμάν
Αχιαχάρῳ N2--DSM--- Ἀχιάχαρος
τῷ RA--DSM--- ὁ
θρέψαντι VA--AAPDSM τρέφω
αὐτόν RD--ASM--- αὐτός
ὡς C--------- ὡς
ἐκ P--------- ἐκ
τοῦ RA--GSN--- ὁ
φωτὸς N3T-GSN--- φῶς
ἤγαγεν VBI-AAI3S- ἄγω
αὐτὸν RD--ASM--- αὐτός
εἰς P--------- εἰς
τὸ RA--ASN--- ὁ
σκότος N3E-ASN--- σκότος
καὶ C--------- καί
ὅσα A1--APN--- ὅσος
ἀνταπέδωκεν VAI-AAI3S- δίδωμι ἀντι ἀπο
αὐτῷ RD--DSM--- αὐτός
καὶ C--------- καί
Αχιαχαρος N2--NSM--- Ἀχιάχαρος
μὲν X--------- μέν
ἐσώθη VCI-API3S- σώζω
ἐκείνῳ RD--DSM--- ἐκεῖνος
δὲ X--------- δέ
τὸ RA--ASN--- ὁ
ἀνταπόδομα N3M-ASN--- ἀνταπόδομα
ἀπεδόθη VCI-API3S- δίδωμι ἀπο
καὶ C--------- καί
αὐτὸς RD--NSM--- αὐτός
κατέβη VZI-AAI3S- βαίνω κατα
εἰς P--------- εἰς
τὸ RA--ASN--- ὁ
σκότος N3E-ASN--- σκότος
Μανασσης N1M-NSM--- Μανασσής
ἐποίησεν VAI-AAI3S- ποιέω
ἐλεημοσύνην N1--ASF--- ἐλεημοσύνη
καὶ C--------- καί
ἐσώθη VCI-API3S- σώζω
ἐκ P--------- ἐκ
παγίδος N3D-GSF--- παγίς
θανάτου N2--GSM--- θάνατος
ἧς RR--GSF--- ὅς
ἔπηξεν VAI-AAI3S- πήγνυμι
αὐτῷ RD--DSM--- αὐτός
Αμαν N---NSM--- Ἁμάν
δὲ X--------- δέ
ἐνέπεσεν VAI-AAI3S- πίπτω ἐν
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
παγίδα N3D-ASF--- παγίς
καὶ C--------- καί
ἀπώλετο VBI-AMI3S- ὀλλύω ἀπο

Tob 14:11
καὶ C--------- καί
νῦν D--------- νῦν
παιδία N2N-VPN--- παιδίον
ἴδετε VB--AAD2P- ὁράω
τί RI--ASN--- τίς
ἐλεημοσύνη N1--NSF--- ἐλεημοσύνη
ποιεῖ V2--PAI3S- ποιέω
καὶ C--------- καί
τί RI--ASN--- τίς
δικαιοσύνη N1--NSF--- δικαιοσύνη
ῥύεται V1--PMI3S- ῥύομαι
καὶ C--------- καί
ταῦτα RD--APN--- οὗτος
αὐτοῦ RD--GSM--- αὐτός
λέγοντος V1--PAPGSM λέγω
ἐξέλιπεν VBI-AAI3S- λείπω ἐκ
αὐτοῦ RD--GSM--- αὐτός
ἡ RA--NSF--- ὁ
ψυχὴ N1--NSF--- ψυχή
ἐπὶ P--------- ἐπί
τῆς RA--GSF--- ὁ
κλίνης N1--GSF--- κλίνη
ἦν V9--IAI3S- εἰμί
δὲ X--------- δέ
ἐτῶν N3E-GPN--- ἔτος
ἑκατὸν M--------- ἑκατόν
πεντήκοντα M--------- πεντήκοντα
ὀκτώ M--------- ὀκτώ
καὶ C--------- καί
ἔθαψεν VAI-AAI3S- θάπτω
αὐτὸν RD--ASM--- αὐτός
ἐνδόξως D--------- ἐνδόξως

Tob 14:12
καὶ C--------- καί
ὅτε D--------- ὅτε
ἀπέθανεν VBI-AAI3S- θνήσκω ἀπο
Αννα N---NSF--- Αννα
ἔθαψεν VAI-AAI3S- θάπτω
αὐτὴν RD--ASF--- αὐτός
μετὰ P--------- μετά
τοῦ RA--GSM--- ὁ
πατρὸς N3--GSM--- πατήρ
αὐτοῦ RD--GSM--- αὐτός
ἀπῆλθεν VBI-AAI3S- ἔρχομαι ἀπο
δὲ X--------- δέ
Τωβιας N1T-NSM--- Τωβείας
μετὰ P--------- μετά
τῆς RA--GSF--- ὁ
γυναικὸς N3K-GSF--- γυνή
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
αὐτοῦ RD--GSM--- αὐτός
εἰς P--------- εἰς
Ἐκβάτανα N---AS---- Ἐκβάτανα
πρὸς P--------- πρός
Ραγουηλ N---ASM--- Ῥαγουήλ
τὸν RA--ASM--- ὁ
πενθερὸν N2--ASM--- πενθερός
αὐτοῦ RD--GSM--- αὐτός

Tob 14:13
καὶ C--------- καί
ἐγήρασεν VAI-AAI3S- γηράω
ἐντίμως D--------- ἐντίμως
καὶ C--------- καί
ἔθαψεν VAI-AAI3S- θάπτω
τοὺς RA--APM--- ὁ
πενθεροὺς N2--APM--- πενθερός
αὐτοῦ RD--GSM--- αὐτός
ἐνδόξως D--------- ἐνδόξως
καὶ C--------- καί
ἐκληρονόμησεν VAI-AAI3S- κληρονομέω
τὴν RA--ASF--- ὁ
οὐσίαν N1A-ASF--- οὐσία
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
Τωβιτ N---GSM--- Τωβιτ
τοῦ RA--GSM--- ὁ
πατρὸς N3--GSM--- πατήρ
αὐτοῦ RD--GSM--- αὐτός

Tob 14:14
καὶ C--------- καί
ἀπέθανεν VBI-AAI3S- θνήσκω ἀπο
